,creole_word,word,creole name
11,kammòmèl,['chamomile'],Lousiana Creole
12,(la)kamponñ,"['country', ' countryside']",Lousiana Creole
13,kan,['when'],Lousiana Creole
14,kanar,['duck'],Lousiana Creole
15,kanay,"['cunning', ' mischievious', ' sly']",Lousiana Creole
16,kanminm,['although'],Lousiana Creole
17,(dé)kann,['sugarcane'],Lousiana Creole
18,kapab,"['able', ' can']",Lousiana Creole
19,kapitènn,['captain'],Lousiana Creole
20,kapo,['coat'],Lousiana Creole
21,karankro,"['buzzard', ' vulture', ' Carencro']",Lousiana Creole
22,karant,['forty'],Lousiana Creole
23,karant-é-ènn,['fourty-one'],Lousiana Creole
24,Karèm,['Lent'],Lousiana Creole
0,Karnaval,['Mardi Gras'],Lousiana Creole
1,karòt,['carrot'],Lousiana Creole
2,kart,['card'],Lousiana Creole
3,"kasé, kas","['break', ' crack', ' shuck', ' shell']",Lousiana Creole
4,kashé,"['hide', ' hidden']",Lousiana Creole
5,kat,['four'],Lousiana Creole
6,Katolik,['Catholic'],Lousiana Creole
7,katòrz,['fourteen'],Lousiana Creole
8,katré-vin,['eighty'],Lousiana Creole
9,katré-vin-dis,['ninety'],Lousiana Creole
10,(la)kav,"['basement', ' pantry']",Lousiana Creole
11,kawènn,['snapping turtle'],Lousiana Creole
12,kayé,['cottage cheese'],Lousiana Creole
13,ke,"['than', ' that']",Lousiana Creole
14,(la)ké,['tail'],Lousiana Creole
15,kék,['cake'],Lousiana Creole
16,kèk,['some'],Lousiana Creole
17,kèk plas,['somewhere'],Lousiana Creole
18,kèk zafær,['something'],Lousiana Creole
19,kèkènn,['prosomeone'],Lousiana Creole
20,kèkènn dòt,['prosomeone else'],Lousiana Creole
21,kèl,"['which', ' what']",Lousiana Creole
22,kèl...?,['what...?'],Lousiana Creole
23,kèstyon,['question'],Lousiana Creole
24,ki,"['who', ' what', ' that (in relative clauses)']",Lousiana Creole
0,ki ça...?,['what...?'],Lousiana Creole
1,ki çé...?,['what...?'],Lousiana Creole
2,ki moun,['conjphrwho'],Lousiana Creole
3,ki...?,['what...?'],Lousiana Creole
4,kiki,['onomhaha'],Lousiana Creole
5,kilot,['pants'],Lousiana Creole
6,kilot kout,['nphrshorts'],Lousiana Creole
7,kinz,['fifteen'],Lousiana Creole
8,kiréy,['squirrel'],Lousiana Creole
9,kiriyé,"['curious', ' nosy']",Lousiana Creole
10,kishòj,"['thing', ' something']",Lousiana Creole
11,"kité, kit","['leave', ' let']",Lousiana Creole
12,kiyær,['spoon'],Lousiana Creole
13,(la)kizinn,['kitchen'],Lousiana Creole
14,klær,"['clear', ' light (said of skin)', ' clearly']",Lousiana Creole
15,klærmen,['clearly'],Lousiana Creole
16,(la)klé,['key'],Lousiana Creole
17,klo,['field'],Lousiana Creole
18,klo lwil,['oilfield'],Lousiana Creole
19,klœb,"['club', ' nightclub']",Lousiana Creole
20,klou,['nail'],Lousiana Creole
21,klouk,['male genitalia'],Lousiana Creole
22,"klouyé, klou",['nail'],Lousiana Creole
23,kœr,['heart'],Lousiana Creole
24,kòfær,['why'],Lousiana Creole
0,kokiy,['shell'],Lousiana Creole
1,kokodri,['alligator'],Lousiana Creole
2,kolær,"['anger', ' angry']",Lousiana Creole
3,kòmærs,['gossip'],Lousiana Creole
4,kombyin,['how many'],Lousiana Creole
5,komen,['how'],Lousiana Creole
6,"komensé, komens","['start', ' begin']",Lousiana Creole
7,komod,['toilet'],Lousiana Creole
8,(la)kompoñi,['company (people)'],Lousiana Creole
9,komprenn,['understand'],Lousiana Creole
10,koné,"['know', ' can', ' able']",Lousiana Creole
11,koné,['do regularly'],Lousiana Creole
12,"koñé, koñ","['hit', ' strike', ' bump']",Lousiana Creole
13,(la)kònésans,['act of meeting someone'],Lousiana Creole
14,konm,['like'],Lousiana Creole
15,konm-çi-kom-ça,['adjphrso-so'],Lousiana Creole
16,konsèy,['advice'],Lousiana Creole
17,konten,['happy'],Lousiana Creole
18,kontiné,['continue'],Lousiana Creole
19,konværsasyon,['conversation'],Lousiana Creole
20,kòp,['cup'],Lousiana Creole
21,kòrèk,"['correct', ' fine']",Lousiana Creole
22,korish,['rooster'],Lousiana Creole
23,kòrn,['horn'],Lousiana Creole
24,koshon,['pig'],Lousiana Creole
0,koté,"['at', ' near']",Lousiana Creole
1,koton,['cotton'],Lousiana Creole
2,kòton-mayi,['corncob'],Lousiana Creole
3,kou,['neck'],Lousiana Creole
4,koulœr,['color'],Lousiana Creole
5,koundjay,['type of dance'],Lousiana Creole
6,"koupé, koup",['cut'],Lousiana Creole
7,(la)kour,['yard'],Lousiana Creole
8,kouri,['go'],Lousiana Creole
9,"koushé, koush","['go to bed', ' lie down']",Lousiana Creole
10,koushkoush,['cornbread with sugar and milk'],Lousiana Creole
11,koushmar,['nightmare'],Lousiana Creole
12,kout,['short'],Lousiana Creole
13,"kouté, kout","['listen', ' cost']",Lousiana Creole
14,kouto,['knife'],Lousiana Creole
15,kouvær,"['cloudy', ' covered']",Lousiana Creole
16,kouzin,['cousin (male or female)'],Lousiana Creole
17,kouzinn,['cousin (female)'],Lousiana Creole
18,"kozé, kòz",['chat'],Lousiana Creole
19,krab,['crab'],Lousiana Creole
20,krapo,['toad'],Lousiana Creole
21,"krashé, krash",['spit'],Lousiana Creole
22,krébis,['crawfish'],Lousiana Creole
23,"krèvé, krèv",['die'],Lousiana Creole
24,kréyòl,['Creole'],Lousiana Creole
0,Kréyòl,['Creole person'],Lousiana Creole
1,Krismis,['Christmas'],Lousiana Creole
2,krò,"['believe', ' think']",Lousiana Creole
3,kròt,['poop'],Lousiana Creole
4,kwa,['what'],Lousiana Creole
5,kwi,['cook'],Lousiana Creole
0,Karnaval,['Mardi Gras'],Lousiana Creole
1,karòt,['carrot'],Lousiana Creole
2,kart,['card'],Lousiana Creole
3,"kasé, kas","['break', ' crack', ' shuck', ' shell']",Lousiana Creole
4,kashé,"['hide', ' hidden']",Lousiana Creole
5,kat,['four'],Lousiana Creole
6,Katolik,['Catholic'],Lousiana Creole
7,katòrz,['fourteen'],Lousiana Creole
8,katré-vin,['eighty'],Lousiana Creole
9,katré-vin-dis,['ninety'],Lousiana Creole
10,(la)kav,"['basement', ' pantry']",Lousiana Creole
11,kawènn,['snapping turtle'],Lousiana Creole
12,kayé,['cottage cheese'],Lousiana Creole
13,ke,"['than', ' that']",Lousiana Creole
14,(la)ké,['tail'],Lousiana Creole
15,kék,['cake'],Lousiana Creole
16,kèk,['some'],Lousiana Creole
17,kèk plas,['somewhere'],Lousiana Creole
18,kèk zafær,['something'],Lousiana Creole
19,kèkènn,['prosomeone'],Lousiana Creole
20,kèkènn dòt,['prosomeone else'],Lousiana Creole
21,kèl,"['which', ' what']",Lousiana Creole
22,kèl...?,['what...?'],Lousiana Creole
23,kèstyon,['question'],Lousiana Creole
24,ki,"['who', ' what', ' that (in relative clauses)']",Lousiana Creole
0,la,"['there', ' here', ' then']",Lousiana Creole
1,-la,['detthe'],Lousiana Creole
2,"la, le, lê",['detthe'],Lousiana Creole
3,laba,['lahanshhansh'],Lousiana Creole
-1,,['lahashhash'],
0,,,Lousiana Creole
1,,['lajaj'],
2,,,Lousiana Creole
3,,['lajistisjistis'],
4,,,Lousiana Creole
5,,['lajournéjourné'],
6,,,Lousiana Creole
7,,['lajwajwa'],
8,,,Lousiana Creole
9,,['lakamponñkamponñ'],
10,,,Lousiana Creole
11,,['lakannkann'],
12,,,Lousiana Creole
13,,['lakavkav'],
14,,,Lousiana Creole
15,,['lakéké'],
16,,,Lousiana Creole
17,,['lakizinnkizinn'],
18,,,Lousiana Creole
19,,['lakléklé'],
20,,,Lousiana Creole
21,,['lakompoñikompoñi'],
22,,,Lousiana Creole
23,,['lakònésanskònésans'],
24,,,Lousiana Creole
25,,['lakourkour'],
26,,,Lousiana Creole
27,,['lalamplamp'],
28,,,Lousiana Creole
29,,['lalannglanng'],
30,,,Lousiana Creole
31,,['lalimyærlimyær'],
32,,,Lousiana Creole
33,,['lalinnlinn'],
34,,,Lousiana Creole
35,,['lalotrilotri'],
36,,,Lousiana Creole
37,,['LalwizyannLwizyann'],
38,,,Lousiana Creole
39,,['lamærmær'],
40,,,Lousiana Creole
41,,['lamèsmès'],
42,,,Lousiana Creole
43,,['lamézonmézon'],
44,,,Lousiana Creole
45,,['laminmin'],
46,,,Lousiana Creole
47,,['lamiraymiray'],
48,,,Lousiana Creole
-1,,['lamizærmizær'],
0,,,Lousiana Creole
1,,['lamizikmizik'],
2,,,Lousiana Creole
3,,['lamòchémòché'],
4,,,Lousiana Creole
5,,['lamòrmòr'],
6,,,Lousiana Creole
7,,['lamouramour'],
8,,,Lousiana Creole
9,,['lamourèamourè'],
10,,,Lousiana Creole
11,,['lamoutardmoutard'],
12,,,Lousiana Creole
14,(la)lamp,['lamp'],Lousiana Creole
15,lañap,['lanèjnèj'],Lousiana Creole
16,(la)lanng,['lapaypay'],Lousiana Creole
17,lapé,['larimmrimm'],Lousiana Creole
-1,,['larivyærrivyær'],
0,,,Lousiana Creole
2,larjen,['larozérozé'],Lousiana Creole
3,las,['lashansshans'],Lousiana Creole
4,lashas,['latizanntizann'],Lousiana Creole
5,"lavé, lav",['lavilvil'],Lousiana Creole
6,Lavilvil,['New Orleans'],Lousiana Creole
7,Lavonn,['lavyannvyann'],Lousiana Creole
0,lay,['garlic'],Lousiana Creole
1,léçon,"['lesson', ' moral']",Lousiana Creole
2,lèd,['ugly'],Lousiana Creole
3,légliz,['church'],Lousiana Creole
4,léjé,"['light', ' thin']",Lousiana Creole
5,lékòl,['school'],Lousiana Creole
6,léritaj,['heritage'],Lousiana Creole
7,lès,"['east', ' eastern']",Lousiana Creole
8,"lésé, lès","['leave', ' let']",Lousiana Creole
9,lèskalyé,"['stairs', ' staircase']",Lousiana Creole
10,Lèspañol,"['Spanish (language)', ' Spaniard']",Lousiana Creole
11,lèspri,"['spirit', ' intelligence']",Lousiana Creole
12,lèstoma,"['belly', ' stomach']",Lousiana Creole
13,léta,['state'],Lousiana Creole
14,Létazini,['USA'],Lousiana Creole
15,lété,['summer'],Lousiana Creole
16,létwal,['star'],Lousiana Creole
17,"lévé, lèv","['get up', ' raise']",Lousiana Creole
18,lézar,['lézòtzòt'],Lousiana Creole
19,li,"['prohe', ' she', ' it']",Lousiana Creole
20,liméro/niméro,['number'],Lousiana Creole
21,limon,['lemon'],Lousiana Creole
22,(la)limyær,['light'],Lousiana Creole
23,lindi,['Monday'],Lousiana Creole
0,linèt,['glasses'],Lousiana Creole
1,linj,['clothes'],Lousiana Creole
2,"linmé, linm","['love', ' like']",Lousiana Creole
3,(la)linn,['moon'],Lousiana Creole
4,linstrumen,['musical instrument'],Lousiana Creole
5,lir,['read'],Lousiana Creole
6,lis,['list'],Lousiana Creole
7,listwar,['story'],Lousiana Creole
8,lit,['bed'],Lousiana Creole
9,liv,"['book', ' pound (unit of measurement)']",Lousiana Creole
10,livær,['winter'],Lousiana Creole
11,lœr,"['hour', "" o'clock""]",Lousiana Creole
12,lofis,['lombrajombraj'],Lousiana Creole
13,lonch,['lunch'],Lousiana Creole
14,lontem,['long time'],Lousiana Creole
15,lontem pasé,['advphrlong time ago'],Lousiana Creole
16,lopital,['hospital'],Lousiana Creole
17,lòragan,"['hurricane', ' storm']",Lousiana Creole
18,lòt,['other'],Lousiana Creole
19,lotòn,"['autumn', ' fall']",Lousiana Creole
20,(la)lotri,['lottery'],Lousiana Creole
21,"loué, lou",['rent'],Lousiana Creole
22,lougarou,['werewolf'],Lousiana Creole
23,lour,['heavy'],Lousiana Creole
0,louvraj,['work'],Lousiana Creole
1,lwil,['oil'],Lousiana Creole
2,lwin,['far'],Lousiana Creole
3,(La)Lwizyann,['Louisiana'],Lousiana Creole
-1,,['lahashhash'],
0,,,Lousiana Creole
1,,['lajaj'],
2,,,Lousiana Creole
3,,['lajistisjistis'],
4,,,Lousiana Creole
5,,['lajournéjourné'],
6,,,Lousiana Creole
7,,['lajwajwa'],
8,,,Lousiana Creole
9,,['lakamponñkamponñ'],
10,,,Lousiana Creole
11,,['lakannkann'],
12,,,Lousiana Creole
13,,['lakavkav'],
14,,,Lousiana Creole
15,,['lakéké'],
16,,,Lousiana Creole
17,,['lakizinnkizinn'],
18,,,Lousiana Creole
19,,['lakléklé'],
20,,,Lousiana Creole
21,,['lakompoñikompoñi'],
22,,,Lousiana Creole
23,,['lakònésanskònésans'],
24,,,Lousiana Creole
25,,['lakourkour'],
26,,,Lousiana Creole
27,,['lalamplamp'],
28,,,Lousiana Creole
29,,['lalannglanng'],
30,,,Lousiana Creole
31,,['lalimyærlimyær'],
32,,,Lousiana Creole
33,,['lalinnlinn'],
34,,,Lousiana Creole
35,,['lalotrilotri'],
36,,,Lousiana Creole
37,,['LalwizyannLwizyann'],
38,,,Lousiana Creole
39,,['lamærmær'],
40,,,Lousiana Creole
41,,['lamèsmès'],
42,,,Lousiana Creole
43,,['lamézonmézon'],
44,,,Lousiana Creole
45,,['laminmin'],
46,,,Lousiana Creole
47,,['lamiraymiray'],
48,,,Lousiana Creole
0,madamm,"['Mrs.', "" ma'am"", ' lady', ' wife']",Lousiana Creole
1,mær,['mother'],Lousiana Creole
2,(la)mær,['ocean'],Lousiana Creole
3,mærkrédi,['Wednesday'],Lousiana Creole
4,Mærkrédi-dê-Senn,['nphrAsh Wednesday'],Lousiana Creole
5,mærsi,['interjthanks'],Lousiana Creole
6,mal,['evil'],Lousiana Creole
7,mal-lagòrj/mal-de-gòrj,['nphrsore throat'],Lousiana Creole
8,mal-latèt/mal-de-tèt,['nphrheadache'],Lousiana Creole
9,mal-o-den,['toothache'],Lousiana Creole
10,mal-o-do,['backache'],Lousiana Creole
11,mal-o-kœr,['heartburn'],Lousiana Creole
12,mal-o-vent,['stomach ache'],Lousiana Creole
13,mal-zòrèy,['earache'],Lousiana Creole
14,malad,['sick'],Lousiana Creole
15,maléré,"['poor', ' unfortunate', ' sad']",Lousiana Creole
16,malèrèzmen,['unfortunately'],Lousiana Creole
17,malgré,['although'],Lousiana Creole
18,malin,"['clever', ' sly']",Lousiana Creole
19,"mandé, mand",['ask'],Lousiana Creole
20,manjé,['food'],Lousiana Creole
21,"manjé, manj",['eat'],Lousiana Creole
22,"manké, mank","['miss', ' almost do something']",Lousiana Creole
23,mardi,['Tuesday'],Lousiana Creole
24,marènn,['godmother'],Lousiana Creole
0,mari,['husband'],Lousiana Creole
1,maringwin,['mosquito'],Lousiana Creole
2,"mariyé, mari",['marry'],Lousiana Creole
3,maron,['brown'],Lousiana Creole
4,mars,['March'],Lousiana Creole
5,"marshé, marsh",['walk'],Lousiana Creole
6,maryaj,['marriage'],Lousiana Creole
7,mashinn,"['machine', ' motor']",Lousiana Creole
8,mayi,['corn'],Lousiana Creole
9,mé,['May'],Lousiana Creole
10,mé,['but'],Lousiana Creole
11,médsinn,['medicine'],Lousiana Creole
12,"mèlé, mèl",['mix'],Lousiana Creole
13,méli-mélanj,['mix'],Lousiana Creole
14,"ménajé, ménaj","['use sparingly', ' economize']",Lousiana Creole
15,"ménné, mènn","['bring', ' haul']",Lousiana Creole
16,ménné/fé lembara,['cause trouble'],Lousiana Creole
17,"menti, men",['lie'],Lousiana Creole
18,Mérikin,"['American', ' English language']",Lousiana Creole
19,(la)mès,"['church', ' mass']",Lousiana Creole
20,mèsi,['interjthanks'],Lousiana Creole
21,mèt,"['put', ' put on']",Lousiana Creole
22,mèt-(d)-lékol/mèt,['nphrteacher (male)'],Lousiana Creole
23,métrès,['nphrteacher (female)'],Lousiana Creole
24,méyœr,"['better', ' best']",Lousiana Creole
0,(la)mézon,['house'],Lousiana Creole
1,midi,['noon'],Lousiana Creole
2,mil,"['thousand', ' mile']",Lousiana Creole
3,milé,['mule'],Lousiana Creole
4,(la)min,['hand'],Lousiana Creole
5,minm,"['same', ' even']",Lousiana Creole
6,-minm,"['proreflexive pronoun', ' -self']",Lousiana Creole
7,minn,['mean'],Lousiana Creole
8,mir,['ripe'],Lousiana Creole
9,(dé)mir,['berry'],Lousiana Creole
10,(la)miray,['wall'],Lousiana Creole
11,miryaj,['cloud'],Lousiana Creole
12,misyé,"['Mr.', ' sir', ' gentleman']",Lousiana Creole
13,(la)mizær,"['misery', ' trouble']",Lousiana Creole
14,(la)mizik,['music'],Lousiana Creole
15,mizisyin,['musician'],Lousiana Creole
16,(dé)mlon,['melon'],Lousiana Creole
17,mo,['proI (subject)'],Lousiana Creole
18,mò,['prome (object)'],Lousiana Creole
19,mô,['detmy'],Lousiana Creole
20,(la)mòché,['half of'],Lousiana Creole
21,mòché-frær,['half-brother'],Lousiana Creole
22,mòché-sœr,['half-sister'],Lousiana Creole
23,moman,['mom'],Lousiana Creole
24,montañ,['mountain'],Lousiana Creole
0,"monté, mont",['ride'],Lousiana Creole
1,"montré, mont","['teach', ' show']",Lousiana Creole
2,(la)mòr,['death'],Lousiana Creole
3,mòr,['dead'],Lousiana Creole
4,mòrd,"['bite', ' sting']",Lousiana Creole
5,mòrso,['little piece'],Lousiana Creole
6,moun,['person'],Lousiana Creole
7,mouri,['die'],Lousiana Creole
8,(dé)moush,['fly'],Lousiana Creole
9,moush-a-myèl,['honeybee'],Lousiana Creole
10,moustash,['mustache'],Lousiana Creole
11,(la)moutard,['mustard'],Lousiana Creole
12,mouton,['sheep'],Lousiana Creole
13,"mouyé, mouy","['wet', ' rain']",Lousiana Creole
14,mové,['bad'],Lousiana Creole
15,mòyær,"['way (of doing)', ' kinda']",Lousiana Creole
16,mwins,['less'],Lousiana Creole
17,myé,['better'],Lousiana Creole
0,mari,['husband'],Lousiana Creole
1,maringwin,['mosquito'],Lousiana Creole
2,"mariyé, mari",['marry'],Lousiana Creole
3,maron,['brown'],Lousiana Creole
4,mars,['March'],Lousiana Creole
5,"marshé, marsh",['walk'],Lousiana Creole
6,maryaj,['marriage'],Lousiana Creole
7,mashinn,"['machine', ' motor']",Lousiana Creole
8,mayi,['corn'],Lousiana Creole
9,mé,['May'],Lousiana Creole
10,mé,['but'],Lousiana Creole
11,médsinn,['medicine'],Lousiana Creole
12,"mèlé, mèl",['mix'],Lousiana Creole
13,méli-mélanj,['mix'],Lousiana Creole
14,"ménajé, ménaj","['use sparingly', ' economize']",Lousiana Creole
15,"ménné, mènn","['bring', ' haul']",Lousiana Creole
16,ménné/fé lembara,['cause trouble'],Lousiana Creole
17,"menti, men",['lie'],Lousiana Creole
18,Mérikin,"['American', ' English language']",Lousiana Creole
19,(la)mès,"['church', ' mass']",Lousiana Creole
20,mèsi,['interjthanks'],Lousiana Creole
21,mèt,"['put', ' put on']",Lousiana Creole
22,mèt-(d)-lékol/mèt,['nphrteacher (male)'],Lousiana Creole
23,métrès,['nphrteacher (female)'],Lousiana Creole
24,méyœr,"['better', ' best']",Lousiana Creole
0,"najé, naj",['swim'],Lousiana Creole
1,namm,['soul'],Lousiana Creole
2,nanglé,['English language'],Lousiana Creole
3,napa,['bait'],Lousiana Creole
4,narb,['tree'],Lousiana Creole
5,natirèl,['natural'],Lousiana Creole
6,né,['born'],Lousiana Creole
7,"nèf, nœf",['nine'],Lousiana Creole
8,(la)nèj,['snow'],Lousiana Creole
9,"néjé, nèj",['snow'],Lousiana Creole
10,népi-mayi,['nphrear of corn'],Lousiana Creole
11,"nètwayé, nètwa",['clean'],Lousiana Creole
12,névé,['nephew'],Lousiana Creole
13,nidé,"['idea', ' mind', ' thought']",Lousiana Creole
14,nik,['nest'],Lousiana Creole
15,nimpòrt (ki),"['any', ' whatever', ' whichever']",Lousiana Creole
16,nimpòrt éyou,['nphranywhere'],Lousiana Creole
17,nimpòrt ki moun,['nphranybody'],Lousiana Creole
18,nimpòrt ki plas,['nphranywhere'],Lousiana Creole
19,nimpòrt ki zafær,['nphranything'],Lousiana Creole
20,nimpòrt kishòj,['nphranything'],Lousiana Creole
21,nivo,['level'],Lousiana Creole
22,nô,['detour'],Lousiana Creole
23,"no, nouzòt",['prowe (subject)'],Lousiana Creole
24,nom,['name'],Lousiana Creole
0,nom-d-famiy,['surname'],Lousiana Creole
1,nom-d-maryaj,['married name'],Lousiana Creole
2,non,['interjno'],Lousiana Creole
3,non pli,"['anymore', ' either']",Lousiana Creole
4,nonk,['uncle'],Lousiana Creole
5,nonm,['man'],Lousiana Creole
6,nòr,['north'],Lousiana Creole
7,nora,['there will be'],Lousiana Creole
8,nòtis,['sign'],Lousiana Creole
9,"nou, nouzòt",['prous (object)'],Lousiana Creole
10,Nouvèl-Òrléan,['New Orleans'],Lousiana Creole
11,nouvo,['new'],Lousiana Creole
12,novemb,['November'],Lousiana Creole
13,nwa,['nut'],Lousiana Creole
14,nwaj,['cloud'],Lousiana Creole
15,nwar,['black'],Lousiana Creole
16,"nwayé, nway",['drown'],Lousiana Creole
17,Nwèl,['Christmas'],Lousiana Creole
18,(la)nwit,['night'],Lousiana Creole
19,nyès,['niece'],Lousiana Creole
0,nom-d-famiy,['surname'],Lousiana Creole
1,nom-d-maryaj,['married name'],Lousiana Creole
2,non,['interjno'],Lousiana Creole
3,non pli,"['anymore', ' either']",Lousiana Creole
4,nonk,['uncle'],Lousiana Creole
5,nonm,['man'],Lousiana Creole
6,nòr,['north'],Lousiana Creole
7,nora,['there will be'],Lousiana Creole
8,nòtis,['sign'],Lousiana Creole
9,"nou, nouzòt",['prous (object)'],Lousiana Creole
10,Nouvèl-Òrléan,['New Orleans'],Lousiana Creole
11,nouvo,['new'],Lousiana Creole
12,novemb,['November'],Lousiana Creole
13,nwa,['nut'],Lousiana Creole
14,nwaj,['cloud'],Lousiana Creole
15,nwar,['black'],Lousiana Creole
16,"nwayé, nway",['drown'],Lousiana Creole
17,Nwèl,['Christmas'],Lousiana Creole
18,(la)nwit,['night'],Lousiana Creole
19,nyès,['niece'],Lousiana Creole
0,obòr isit,['around here'],Lousiana Creole
1,ofon,['the bottom'],Lousiana Creole
2,okipé,['busy'],Lousiana Creole
3,oktòb,['October'],Lousiana Creole
4,olé,['want'],Lousiana Creole
5,(l)ombraj,['shade'],Lousiana Creole
6,omwin,['at least'],Lousiana Creole
7,onz,['eleven'],Lousiana Creole
8,opré,['nearby'],Lousiana Creole
9,ora,"['near', ' around']",Lousiana Creole
10,orévwar,['interjgoodbye'],Lousiana Creole
11,osi…ke,['adjphras…as'],Lousiana Creole
12,osike,['advphras soon as'],Lousiana Creole
13,osit,"['also', ' too']",Lousiana Creole
14,"oté, ot","['take off', ' remove']",Lousiana Creole
15,ou,['or'],Lousiana Creole
16,ouvraj,['work'],Lousiana Creole
17,"ouvri, ouvær",['open'],Lousiana Creole
18,Ozilinwa,['Illinois'],Lousiana Creole
0,pa,"['negative marker', ' not']",Lousiana Creole
1,pa ditou,['not at all'],Lousiana Creole
2,pa enkòr,['not yet'],Lousiana Creole
3,pa gran-shòj,['not much'],Lousiana Creole
4,pa nil-plas,['nowhere'],Lousiana Creole
5,pa-d-kwa,"[""phryou're welcome""]",Lousiana Creole
6,padna,['friend'],Lousiana Creole
7,pær,['father'],Lousiana Creole
8,pærd,['lose'],Lousiana Creole
9,pærdi,['lost'],Lousiana Creole
10,(pa) pærsonn,['no one'],Lousiana Creole
11,Pak,['Easter'],Lousiana Creole
12,pakònn,['pecan'],Lousiana Creole
13,pantalon,['pants'],Lousiana Creole
14,par ègzamp,['expfor example'],Lousiana Creole
15,paradi,['heaven'],Lousiana Creole
16,"pardonné, pardonn",['forgive'],Lousiana Creole
17,paré,['ready'],Lousiana Creole
18,paren,"['parent', ' relative']",Lousiana Creole
19,parésé,['lazy'],Lousiana Creole
20,paréy,"['same', ' similar']",Lousiana Creole
21,parin,['godfather'],Lousiana Creole
22,"parlé, parl",['speak'],Lousiana Creole
23,paròl,['word'],Lousiana Creole
24,parske,['because'],Lousiana Creole
0,"partajé, partaj",['share'],Lousiana Creole
1,"parti, par",['leave'],Lousiana Creole
2,pasé,['ago'],Lousiana Creole
3,"pasé, pas","['pass', ' pass away']",Lousiana Creole
4,(la)pat,"['paw', ' leg or foot (of animal)']",Lousiana Creole
5,patasa,['sunfish'],Lousiana Creole
6,patat,"['potato', ' sweet potato']",Lousiana Creole
7,patat dous,['sweet potato'],Lousiana Creole
8,"patouyé, patouy",['splash around'],Lousiana Creole
9,pay,['pie'],Lousiana Creole
10,(la)pay,"['straw', ' husk']",Lousiana Creole
11,pe,"['able to', ' can']",Lousiana Creole
12,pé,"['shut up', ' quiet']",Lousiana Creole
13,"pèlé, pèl","['call', ' be named (reflexive)']",Lousiana Creole
14,pélikan,['pelican'],Lousiana Creole
15,pendan,"['during', ' while']",Lousiana Creole
16,penn,['hang'],Lousiana Creole
17,"pensé, pens",['think'],Lousiana Creole
18,"pèshé, pèsh","['prevent', ' fish', ' sin']",Lousiana Creole
19,péshœr,"['fisher', ' sinner']",Lousiana Creole
20,petèt,['maybe'],Lousiana Creole
21,"péyé, péy",['pay'],Lousiana Creole
22,péyi,"['country', ' nation']",Lousiana Creole
23,pi,['then'],Lousiana Creole
24,pikan,"['sticker', ' thorn']",Lousiana Creole
0,pimen,['pepper (vegetable)'],Lousiana Creole
1,pimenté,"['spice', ' spicy', ' spiced']",Lousiana Creole
2,pipi,['pee'],Lousiana Creole
3,piti,['child'],Lousiana Creole
4,piti,"['small', ' little']",Lousiana Creole
5,pla,"['plate', ' dish (of food)']",Lousiana Creole
6,plakminn,['persimmon'],Lousiana Creole
7,planshé,['floor'],Lousiana Creole
8,plant,['plant'],Lousiana Creole
9,"planté, plant",['plant'],Lousiana Creole
10,plas,"['place', ' space']",Lousiana Creole
11,play,['beach'],Lousiana Creole
12,plènn,['plain'],Lousiana Creole
13,pléri,['prairie'],Lousiana Creole
14,plézir,['pleasure'],Lousiana Creole
15,(la)pli,['rain'],Lousiana Creole
16,pli…ke,['adjphrmore…than'],Lousiana Creole
17,pli(s),['more'],Lousiana Creole
18,plin,"['full', ' a lot']",Lousiana Creole
19,plizyær,['many'],Lousiana Creole
20,(la)plòt,['ball'],Lousiana Creole
21,(la)po,['skin'],Lousiana Creole
22,pœr,"['fear', ' afraid']",Lousiana Creole
23,pokapok,['so-so'],Lousiana Creole
24,polis,['police'],Lousiana Creole
0,popa,['dad'],Lousiana Creole
1,pòrt,['door'],Lousiana Creole
2,"pòrté, pòrt","['bring', ' wear']",Lousiana Creole
3,pòrtré,"['picture', ' photo', ' movie']",Lousiana Creole
4,pou,"['for', ' about', ' to']",Lousiana Creole
5,pou sûr,"['advphrfor sure', ' definitely']",Lousiana Creole
6,(la)poud,"['powder', ' dust', ' gunpowder']",Lousiana Creole
7,poul,"['chicken', ' hen']",Lousiana Creole
8,poulayé,['henhouse'],Lousiana Creole
9,"pousé, pous","['push', ' grow']",Lousiana Creole
10,(la)pousyær,['dust'],Lousiana Creole
11,"(ré)pozé, poz","['rest', ' relax (sometimes reflexive)']",Lousiana Creole
12,pré,"['near', ' close']",Lousiana Creole
13,prèmyé,['first'],Lousiana Creole
14,prenn,['take'],Lousiana Creole
15,prèsk,['almost'],Lousiana Creole
16,printem,['spring'],Lousiana Creole
17,"priyé, priy",['pray'],Lousiana Creole
18,prizon,['prison'],Lousiana Creole
19,promèt,['promise'],Lousiana Creole
20,pròsh,"['near', ' nearly', ' almost']",Lousiana Creole
21,proshin,['next'],Lousiana Creole
22,"protéjé, protèj",['protect'],Lousiana Creole
23,pur,['pure'],Lousiana Creole
24,(dé)pwa,['green peas'],Lousiana Creole
0,(la)pwal,['frying pan'],Lousiana Creole
1,(dé)pwar,['pear'],Lousiana Creole
2,pwason,['fish'],Lousiana Creole
3,pwason-armé,['gar (fish)'],Lousiana Creole
4,pyas,['dollar'],Lousiana Creole
5,pyé,['foot'],Lousiana Creole
6,"pyoshé, pyòsh","['hoe', ' dig']",Lousiana Creole
