,word,creole_word,creole name
878,caption,"antèt, lejand",hatian
879,captious,"acheval, manyak",hatian
880,captivate,kaptive,hatian
881,captive,kaptif,hatian
882,capture,"v kaptire, bare",hatian
883,car,"oto, machin, vwati",hatian
884,carcass,kakas,hatian
885,card,"kat, kat jwe",hatian
886,cardigan,vès,hatian
887,cardinal,kadinal,hatian
888,care,n swen,hatian
889,care,v swanye,hatian
890,career,karyè,hatian
891,careful,"atantif, apwofondi",hatian
892,be careful,pinga,hatian
893,caress,n karès,hatian
894,carpet,tapi,hatian
895,carriage,"charyo, kabwèt",hatian
896,carrot,karòt,hatian
897,carry,pote,hatian
898,cartoon,"komik, desen anime",hatian
899,carve,"sizle, skilte",hatian
900,case,"ka, kès, bwat",hatian
901,cash,"n lajan, kach",hatian
902,cash,adj kontan,hatian
903,casing,"anvlòp, aman",hatian
904,casino,kazino,hatian
905,cast,n ròl,hatian
906,cast,"v jete, voye",hatian
907,castigate,"v reprimande, chatye, joure",hatian
908,castle,n chato,hatian
909,casual,"aksidantèl, dezenvòlt",hatian
910,cat,chat,hatian
911,catch,"v pran, bare, trape",hatian
912,catch,n lapèch,hatian
913,cater,"founi, aprovizyone",hatian
914,cattle,betay,hatian
915,cauldron,chodyè,hatian
916,cause,"kòz, lakòz, rezon",hatian
917,caution,prekosyon,hatian
918,cave,"kav, gròt",hatian
919,caviar,"kavya, ze",hatian
920,cavity,"trou, fant",hatian
921,cease,"sispann, rete, stòp",hatian
922,cede,"sede, bay legen",hatian
923,ceiling,plafon,hatian
924,celebrate,selebre,hatian
925,cellar,kav,hatian
926,cemetery,simityè,hatian
927,cent,kòbi; santim ò,hatian
928,center,v trote,hatian
929,center,n ti galope,hatian
930,central,santral,hatian
931,century,syèk,hatian
932,cereal,sereyal,hatian
933,certain,"sèten, siswafè, si",hatian
934,certainly,sètènman,hatian
935,certify,sètifye,hatian
936,chafe,"v frote, friksyonen, irite",hatian
937,chaff,"n bal, pake pay caffer",hatian
938,chagrin,"n kontraryete, chagren",hatian
939,chain,n chenn,hatian
940,chained,mare,hatian
941,chair,chèz,hatian
942,chairman,"presidan, direkte",hatian
943,chalk,lakre,hatian
944,chamber,chanm,hatian
945,champ,chanpyon,hatian
946,chance,chans,hatian
947,chancel,v titile,hatian
948,chandelier,chandelye,hatian
949,change,n monnen,hatian
950,change,v chanje,hatian
951,chant,"n chante, refren",hatian
952,chap,n kaskèt,hatian
953,chap (young man),jenn gason,hatian
954,chapter,chapit,hatian
955,characteristic,karakteristik,hatian
956,characterization,karakterizasyon,hatian
957,characterize,karakterize,hatian
958,charcoal,chabon,hatian
959,charge,n chaj,hatian
960,charge,v chaje,hatian
961,charity,"charite, zèv",hatian
962,Charles,Chal,hatian
963,charm,"cham, bèlte",hatian
964,chary,"v ezitan, pridan",hatian
965,chase,"v kouri dèyè, chase",hatian
966,chaste,adj tifi,hatian
967,chat,v koze,hatian
968,cheap,bon mache,hatian
969,cheat,"v vole, tronpe",hatian
970,check,v verifye,hatian
971,check,n chèk,hatian
972,checker,chekè,hatian
973,cheek,"figi, po figi, jou",hatian
974,cheer,"v ankouraje, aplodi",hatian
975,cheese,fromaj,hatian
976,chemistry,chimi,hatian
977,cherish,pran swen,hatian
978,cherry,seriz,hatian
979,chess,echèk,hatian
980,chest,n pwatrin,hatian
981,chew,"v moulen, mache, kraze",hatian
982,chew gum,v. manje chiklet,hatian
983,chicken,poul,hatian
984,chief,chèf,hatian
985,child,"pitit, timoun",hatian
986,chill,v rafredi,hatian
987,chimney,chemine,hatian
988,chin,manton,hatian
989,china (porcelain),pòslèn chink,hatian
990,chocolate,chokola,hatian
991,choice,"chwa, preferans",hatian
992,choke,n toufe,hatian
993,choose,chwazi,hatian
994,chop,"v tranche, koupe",hatian
995,Christmas,Nwèl,hatian
996,chuck,v flanke deyò,hatian
997,chuckle,ri anbachal,hatian
998,chum,"zanmi, patnè",hatian
999,chump,v blòk,hatian
1000,church,legliz,hatian
1001,cigarette,sigarèt,hatian
1002,cinder,sann,hatian
1003,cinema,sinema,hatian
1004,circle,sèk,hatian
1005,circular,"ron, ansèk",hatian
1006,circumstance,sikonstans,hatian
1007,circus,sirk,hatian
1008,citadel,sitadèl,hatian
1009,citizen,sitwayen,hatian
1010,city,"vil, lavil",hatian
1011,city hall,lakomun,hatian
1012,civic,sivik,hatian
1013,civil,sivil,hatian
1014,claim,n reklamasyon,hatian
1015,clammy,mwat,hatian
1016,clamp,n kranpon,hatian
1017,clang,"v sonnen, rezone",hatian
1018,clap,"v aplodi, bat bravo",hatian
1019,clarify,"v eklèsi, klarifye",hatian
1020,clasp,n agraf,hatian
1021,class,klas,hatian
1022,classic,klasik,hatian
1023,clause,n propozisyon,hatian
1024,claw,n grif,hatian
1025,clay,"tè glèz, ajil",hatian
1026,clean,adj pròp clean,hatian
1027,clear,"adj klè, transparan, nèt",hatian
1028,clear,v debarase,hatian
1029,cleave,fann,hatian
1030,clement,gen pitye,hatian
1031,clench,"v mare, sere, ponyen",hatian
1032,clergyman,klèje,hatian
1033,clerk,komi,hatian
1034,clever,entelijan,hatian
1035,cliff,falèz,hatian
1036,climb,granpe,hatian
1037,cloak,n mask,hatian
1038,clock,"revèy, lòlàj",hatian
1039,clod,bit tè,hatian
1040,close,v fèmen close,hatian
1041,cloth,twal,hatian
1042,clothe,abiye,hatian
1043,clothes,rad,hatian
1044,clothing,rad,hatian
1045,cloud,"nuaj, nyaj",hatian
1046,clump,n touf,hatian
1047,clumsy,"adj gòch, maladwa",hatian
1048,cluster,grap,hatian
1049,coal,chabon,hatian
1050,coarse,koryas,hatian
1051,coast,n rivaj,hatian
1052,coast,v desann sou roulib,hatian
1053,coat,n manto,hatian
1054,coat,v kouvri ak kouch,hatian
1055,coax,v kajole,hatian
1056,cobweb,fil arenyen,hatian
1057,cock,n kòk,hatian
1058,cock,"v ame, branche",hatian
1059,cockpit,gagè,hatian
1060,coddle,v dòlote,hatian
1061,coefficient,koefisyan,hatian
1062,coerce,kontrenn,hatian
1063,coffee,kafe,hatian
1064,coffin,sèjèy,hatian
1065,cognac,konyak,hatian
1066,cohabit,v koabite,hatian
1067,coin,n monnen,hatian
1068,coincidence,konyensidans,hatian
1069,Coka-cola,koka kola,hatian
1070,cold,n fredi,hatian
1071,cold,adj. frèt,hatian
1072,collaborate,"v kolabore, soutni",hatian
1073,collar,"kòl, chenn",hatian
1074,collect,"rasanble, kolekte",hatian
1075,college,kolèj,hatian
1076,colloquial,familye,hatian
1077,colon,"kolon, depwen",hatian
1078,colonel,kolonèl,hatian
1079,colonial,kolonyal,hatian
1080,color,n koulè,hatian
1081,color,v kolore,hatian
1082,column,"n kolòn, pilye",hatian
1083,comb,peny,hatian
1084,come,vini,hatian
1085,come in,antre,hatian
1086,comfort,n konfò,hatian
1087,comfrot,v rekonfòte,hatian
1088,comfortable,konfòtab,hatian
1089,command,n kòmann,hatian
1090,command,v kòmande,hatian
1091,commarade,kanmarad,hatian
1092,commence,kòmanse,hatian
1093,commend,n lòd,hatian
1094,commend,"v kòmande, òdone",hatian
1095,commerce,"komès, negòs",hatian
1096,commision,komisyon,hatian
1097,commit,v komèt,hatian
1098,common,komen,hatian
1099,communal,kominal,hatian
1100,communicate,v kominike,hatian
1101,communication,kominikasyon,hatian
1102,communion,komunyon,hatian
1103,community,kominate,hatian
1104,company,konpanyi,hatian
1105,compare,konpare,hatian
1106,comparison,konparezon,hatian
1107,competency test,egzamen konpetans,hatian
1108,competition,"konkou, konpetisyon",hatian
1109,complain,plenyen,hatian
1110,complete,v konplete,hatian
1111,complete,adj konplè,hatian
1112,complicate,konplike,hatian
1113,compose,v konpoze,hatian
1114,compound,"n konpoze, alyaj",hatian
1115,comprehend,konprann,hatian
1116,comprehension,konprann,hatian
1117,comrade,konmarad,hatian
1118,conceal,kache,hatian
1119,concentrate,konsantre,hatian
1120,concentration,konsantrasyon,hatian
1121,concept,konsèp,hatian
1122,conch,Lambi ( conch shell - Mussel ),hatian
1123,concise,"brèf, kout",hatian
1124,conclude,konkli,hatian
1125,concrete,n siman,hatian
1126,concrete,adj konkrè,hatian
1127,condemn,kondane,hatian
1128,condition,n kondisyon,hatian
1129,conditioned,kondisyone,hatian
1130,condone,favorize,hatian
1131,conduct,v kondui,hatian
1132,conduct,n konduit,hatian
1133,confetionery,n sirèt,hatian
1134,confess,v konfese,hatian
1135,confident,"asire, gen konfyans",hatian
1136,confirm,konfime,hatian
1137,conform,v konfòme,hatian
1138,conform,adj konfòm,hatian
1139,confused,"adj egare, gaga, mele",hatian
1140,confusion,konfizyon,hatian
1141,congest,"v bloke, konjeste, bouche",hatian
1142,congratulate,fè konpliman,hatian
1143,congregate,"reyini, rasanble",hatian
1144,conjecture,n konjekti,hatian
1145,conjoin,n konjwen,hatian
1146,connect,konekte,hatian
1147,conquer,konkeri,hatian
1148,conscience,konsyans,hatian
1149,conscious,adj gen konesans,hatian
1150,consent,konsanti,hatian
1151,consider,konsidere,hatian
1152,consolate,konsila,hatian
1153,console,v konsole,hatian
1154,consolidate,konsolide,hatian
1155,constant,n konstant,hatian
1156,constant,"adj konstan, èmanan",hatian
1157,constitute,v konstitye,hatian
1158,constitution,konstitisyon,hatian
1159,constitutional,konstitisyonèl,hatian
1160,constain,"v rennen, frennen, kontrenn",hatian
1161,construct,v konstrui,hatian
1162,construction,konstwiksyon,hatian
1163,consult,"v konsilte, mande konsèy",hatian
1164,contaminate,kontamine,hatian
1165,contempt,mepri,hatian
1166,contend,"v deklare, soutni, kenbe",hatian
1167,content,adj sanisfè,hatian
1168,content,n kontni,hatian
1169,contest,"n konpetisyon, konkou",hatian
1170,continue,kontinye,hatian
1171,contort,kontòsyone,hatian
1172,contract,kontra,hatian
1173,contradict,kontredi,hatian
1174,contrary,"kontrè, opoze",hatian
1175,contravene,"kontredi, kontrekare",hatian
1176,contribute,kontribye,hatian
1177,convene,"konvoke, reyini",hatian
1178,convenient,pratik,hatian
1179,convention,konvansyon,hatian
1180,conversation,"konvèsasyon, koze",hatian
1181,convey,tansmèt,hatian
1182,convict,n kondane,hatian
1183,convict,v deklare koupab,hatian
1184,convince,konvenk,hatian
1185,cook (male),n kizinye,hatian
1186,cook (female),n kizinyè,hatian
1187,cool,frèt,hatian
1188,cop,jandam,hatian
1189,cope,"debouye, abitye",hatian
1190,copper,kuiv,hatian
1191,copy,v kopye,hatian
1192,copy,n kopi,hatian
1193,cord,n kòd,hatian
1194,cork,n bouchon lyèj,hatian
1195,corn,mayi,hatian
1196,corner,n kwen,hatian
1197,corner,"v kwense, bare",hatian
1198,cornflower,flè mayi,hatian
1199,corpse,kadav,hatian
1200,correct,adj kòrèk,hatian
1201,correct,v korije,hatian
1202,correspond,"koresponn, ekri",hatian
1203,corrode,rouye,hatian
1204,corrupt,"còronp, visle",hatian
1205,cost,v koute,hatian
1206,cost,n pri,hatian
1207,cotton,koton,hatian
1208,couch,kanape,hatian
1209,cough,n tous,hatian
1210,cough,v touse,hatian
1211,council,konsèy,hatian
1212,count,n dekont,hatian
1213,count,v konte,hatian
1214,country (nation),peyi,hatian
1215,county,depatman,hatian
1216,couple,"n koup, pè",hatian
1217,couple,"v marye, kole",hatian
1218,courage,kouraj,hatian
1219,course,n kous,hatian
1220,of course,men wi,hatian
1221,court,"tribinal, lakou",hatian
1222,courteous,koutwa,hatian
1223,cousin (male),kouzen,hatian
1224,cousin (female),kouzin,hatian
1225,couvenant,"n ak1o, konvansyon",hatian
1226,cover,"n kouvèti, proteksyon",hatian
1227,cover,v kouvri,hatian
1228,cow,"bèf, vach",hatian
1229,coward,kapon,hatian
1230,crack,"n krak, fant",hatian
1231,cradle,bèso,hatian
1232,crafty,"adj rize, abil",hatian
1233,cram,"v noure, bachote",hatian
1234,crash,n fraka,hatian
1235,crash,v kraze,hatian
1236,crave,anvi,hatian
1237,crawl,ranpe,hatian
1238,crayfish,kribich,hatian
1239,crazy,fou,hatian
1240,creak,v krake,hatian
1241,cream,krèm,hatian
1242,Crease,pli,hatian
1243,create,kreye,hatian
1244,creature,"kreyati, kretyen",hatian
1245,credit,n kredi,hatian
1246,credit,v kredite,hatian
1247,creed,kredo,hatian
1248,creek,rivyè,hatian
1249,creep,"v ranpe, glise",hatian
1250,Creole,adj kreyòl,hatian
1251,crew,ekip,hatian
1252,crib,bèso,hatian
1253,crime,krim,hatian
1254,cripple,v estropye,hatian
1255,cripple,n enfim,hatian
1256,crisp,sèk,hatian
1257,crook,vòlè,hatian
1258,crooked,krochi,hatian
1259,crop,rekòlt,hatian
1260,cross,kwa,hatian
1261,cross,"v travèse, kwaze",hatian
1262,crow,kònèy,hatian
1263,crowd,n foul,hatian
1264,crowd,v ankonbre,hatian
1265,crucify,v krisifye,hatian
1266,crude,"adj kri, grosye",hatian
1267,cruel,"kyiyèl, mechan",hatian
1268,cruise,kwazyè,hatian
1269,crumb,"krout, myèt",hatian
1270,crush,v kraze,hatian
1271,crust,krout,hatian
1272,cry,v kriye,hatian
1273,Cuba,Kiba,hatian
1274,cult,kilt,hatian
1275,culture,"kilti, koutcha",hatian
1276,cunning,malen,hatian
1277,cup,gode,hatian
1278,curd,lètkaye,hatian
1279,cure,v swanye cure,hatian
1280,curious,kirye,hatian
1281,curl,pli,hatian
1282,currency,lajan,hatian
1283,current,adj kouran,hatian
1284,current,n kouran elektrik,hatian
1285,curse,n malediksyon,hatian
1286,curse,"v joure, modi",hatian
1287,curtain,rido,hatian
1288,curve,koub,hatian
1289,cushion,kousen,hatian
1290,custody,suveyans,hatian
1291,cut,v koupe,hatian
1292,cute,bèl,hatian
1293,cycle (bicycle),bisiklèt,hatian
1294,pay,caffer,hatian
1295,a massive fortress erected by king Henry Chritsophe,citadel,hatian
1296,charcoal,chabon,hatian
1297,coal,chabon,hatian
1298,look for,chache,hatian
1299,grapefruit,chadèk,hatian
1300,regret n,chagren,hatian
1301,loss,chagren,hatian
1302,sorrow,chagren,hatian
1303,load,chaj (chaje),hatian
1304,charge,chaj,hatian
1305,every,chak,hatian
1306,each,chak,hatian
1307,everyday,chak jou,hatian
1308,every time,chak fwa,hatian
1309,annual,chak ane (lan),hatian
1310,heat,chalè,hatian
1311,warmth,chalè,hatian
1312,straw,chalimo,hatian
1313,charm,cham (bèlte),hatian
1314,(n) appeal (legal),cham,hatian
1315,appeal,cham,hatian
1316,bewitch,chame (ansòsele),hatian
1317,camel,chamo,hatian
1318,sweater,chanday,hatian
1319,candle,chandèl,hatian
1320,chandelier,chandelye,hatian
1321,alter,chanje (altere),hatian
1322,(v) switch,chanje (pase),hatian
1323,change,chanje,hatian
1324,shift,chanje,hatian
1325,change,chanje,hatian
1326,exchange,chanje,hatian
1327,vary,chanje,hatian
1328,bedroom,chanm,hatian
1329,room,chanm,hatian
1330,mushroom,chanpiyon (djondjon),hatian
1331,shampoo,chanpou,hatian
1332,champion,chanpyon,hatian
1333,luck,chans,hatian
1334,chance,chans,hatian
1335,sing,chante,hatian
1336,song,chante,hatian
1337,carpenter,chapantye,hatian
1338,escape,chape (pati),hatian
1339,survive,chape,hatian
1340,chapter,chapit,hatian
1341,(n) bead,chaplèt,hatian
1342,hat,chapo,hatian
1343,charity,charite (zèv),hatian
1344,(n) reek,charony,hatian
1345,carriage,charyo (kabwèt),hatian
1346,flush,chase (vide),hatian
1347,chase,chase,hatian
1348,evict,chase,hatian
1349,(v) hunt,chase,hatian
1350,hunter,chasè,hatian
1351,cat,chat,hatian
1352,(n) castle,chato,hatian
1353,castigate,chatye (joure),hatian
1354,flesh,chè,hatian
1355,meat,chè,hatian
1356,precious,chè,hatian
1357,dear,chè,hatian
1358,expensive,chè,hatian
1359,search,chèche,hatian
1360,explore,chèche,hatian
1361,fetch,chèche,hatian
1362,look for,chèche,hatian
1363,seek,chèche,hatian
1364,chief,chèf,hatian
1365,sheriff,chèfseksyon,hatian
1366,money order,chèk sètifye,hatian
1367,check,chèk,hatian
1368,warrant,chèk,hatian
1369,checker,chekè,hatian
1370,vain,chèlbè,hatian
1371,road,"chemen, rout",hatian
1372,short cut,chemen kout,hatian
1373,path,chemen,hatian
1374,way,chemen,hatian
1375,chimney,chemine,hatian
1376,shirt long-sleeved,chemiz manch-long,hatian
1377,shirt,chemiz,hatian
1378,dog,chen,hatian
1379,chain,chenn,hatian
1380,collar,chenn,hatian
1381,darling,cheri,hatian
1382,nun,chèsè,hatian
1383,horse,cheval,hatian
1384,hair,cheve,hatian
1385,chair,chèz,hatian
1386,number,chif (nimewo),hatian
1387,gum,chiklèt (v gonmen),hatian
1388,chemistry,chimi,hatian
1389,Chinese,Chinwa,hatian
1390,dodge (quick turn),chiray,hatian
1391,washed-up,chire,hatian
1392,nack,chire (rache),hatian
1393,surgeon,chirijyen,hatian
1394,seat,chita,hatian
1395,sit,chita,hatian
1396,fit (fits well),chita bien,hatian
1397,hot,cho,hatian
1398,scald,chode,hatian
1399,cauldron,chodyè,hatian
1400,drive,chofè,hatian
1401,taxi(cab) driver,chofè taksi,hatian
1402,"driver, conductor",chofè (kondiktè),hatian
1403,chauffeur,chofè,hatian
1404,bus driver,chofè otobis,hatian
1405,shock,chòk (choke),hatian
1406,(n) bump,chòk (kou),hatian
1407,"blow - shock, bump, impact: trauma",chòk,hatian
1408,(n) blow,chòk,hatian
1409,heat rash; athletes's foot,chofi,hatian
1410,chocolate,chokola,hatian
1411,unemployment,chomaj,hatian
1412,socks,chosèt,hatian
1413,stockings,chosèt,hatian
1414,(n) short,chòt (nout kanson),hatian
1415,sauserkraut,chou nan vinèg,hatian
1416,cabbage,chou,hatian
1417,woman's genitals,chouchoun,hatian
1418,stump (tree or human limb),chouk,hatian
1419,rumor,chuichui,hatian
1420,(v) whisper,chuichui,hatian
1421,cauliflower,chouflè,hatian
1422,kick,choute,hatian
1423,bald,chòv,hatian
1424,bat,chòvsourit,hatian
1425,choice,chwa (preferans),hatian
1426,horse,chwal (cheval),hatian
1427,elect,chawzi,hatian
1428,choose,chawzi,hatian
1429,elect,chwazi (eli),hatian
1430,select - to choose,chwazi,hatian
1431,corrupt,còronp (visle),hatian
1432,( sounds like the da in daily )dabble,babote,hatian
1433,daddy,papa,hatian
1434,daft,"idyo, bèt",hatian
1435,daily,toulejou,hatian
1436,dally,lanbinen,hatian
1437,dam,n baraj,hatian
1438,damage,n domaj,hatian
1439,damage,v domaje,hatian
1440,damn,v modi,hatian
1441,damp,"mouye, mwat",hatian
1442,dance,n dans,hatian
1443,dance,v danse,hatian
1444,danger,danje,hatian
1445,dare,"v defye, bay gabèl",hatian
1446,dark,"fonse, nwa",hatian
1447,darling,cheri,hatian
1448,darn,v reprize,hatian
1449,dart,"n flèch, javlo",hatian
1450,dart,v plonje,hatian
1451,dash,v detale,hatian
1452,dash,n priz,hatian
1453,data,"done, eleman",hatian
1454,date,dat,hatian
1455,daughter,"pitit fi, tifi",hatian
1456,daunt,"v dekouraje, entimide",hatian
1457,dawdle,"lanbinen, ranse",hatian
1458,dawn,"devanjou, avanjou",hatian
1459,day,"jou, jounen",hatian
1460,dazzle,"eblouyi, avegle (pete) je",hatian
1461,dead,"mouri, mò",hatian
1462,deaden,"amòti, mouri",hatian
1463,deadlock,enpas,hatian
1464,deaf,soud,hatian
1465,deal,"v distribye, bay",hatian
1466,dear,"shè, sheri",hatian
1467,dearth,"grangou, famin",hatian
1468,death,lanmò,hatian
1469,debase,"abese, avili",hatian
1470,debate,"debat, diskite",hatian
1471,debauch,debòch,hatian
1472,debt,dèt,hatian
1473,decay,"v pouri, dekonpoze",hatian
1474,deceive,"desevwa, bay koutba",hatian
1475,December,desanm,hatian
1476,decentralize,desantralize,hatian
1477,deception,desepsyon,hatian
1478,decide,deside,hatian
1479,decision,desizyon,hatian
1480,deck,"platfòm, pon",hatian
1481,declare,deklare,hatian
1482,decline,"refize, bese",hatian
1483,decorate,dekore,hatian
1484,decoy,payas,hatian
1485,decrease,diminye,hatian
1486,decree,dekrè,hatian
1487,deed,aksyon,hatian
1488,deep,fon,hatian
1489,de facto,defakto,hatian
1490,default,defo,hatian
1491,defeat,"v bat, venk",hatian
1492,defect,defo fabrik,hatian
1493,defense,defans,hatian
1494,defer,ranvwaye,hatian
1495,definite,definitif,hatian
1496,deft,ajil,hatian
1497,defy,"defye, pini",hatian
1498,degree,"degre, grad, diplòm",hatian
1499,delay,retade,hatian
1500,delegate,delege,hatian
1501,delete,efase,hatian
1502,deliberate,adj esprè,hatian
1503,deliberate,"v reflechi, debat",hatian
1504,delicate,delika,hatian
1505,delicious,bon gou,hatian
1506,delight,plezi,hatian
1507,delirious,"delala, fou",hatian
1508,deliver,delivre,hatian
1509,delve,fouye,hatian
1510,demand,n demann,hatian
1511,demand,v mande,hatian
1512,democracy,demokrasi,hatian
1513,democratic,demokratik,hatian
1514,demolish,demoli,hatian
1515,dense,epè,hatian
1516,deny,renye,hatian
1517,depart,pati,hatian
1518,department,depatman,hatian
1519,depend,depann,hatian
1520,depict,"dekri, demontre",hatian
1521,deport,depòte,hatian
1522,depose,dechoke,hatian
1523,deposit,n depo,hatian
1524,deposit,v depoze,hatian
1525,depot,depo,hatian
1526,deprave,detounen,hatian
1527,depress,peze,hatian
1528,depth,pwofondè,hatian
1529,descend,desann,hatian
1530,describe,dekri,hatian
1531,desert,dezè,hatian
1532,deserve,merite,hatian
1533,design,n desen,hatian
1534,design,v desine,hatian
1535,desire,"v ansi, vle",hatian
1536,desk,biwo,hatian
1537,despair,dezespere,hatian
1538,desperate,"dezespere, atoufè",hatian
1539,despite,malgre,hatian
1540,dessert,desè,hatian
1541,destiny,destine,hatian
1542,destroy,"detwi, kraze",hatian
1543,detach,detache,hatian
1544,detail,detay,hatian
1545,detail,v. detaye,hatian
1546,detain,"kenbe, arete",hatian
1547,detect,detekte,hatian
1548,deter,anpeche,hatian
1549,determined,"detèmine, antete",hatian
1550,detest,"deteste, rayi",hatian
1551,detour,detou,hatian
1552,devastate,devaste,hatian
1553,develop,v. develope,hatian
1554,development,developman,hatian
1555,device,enstriman,hatian
1556,devil,"demon, diab",hatian
1557,to the devil,o diab,hatian
1558,devout,devwe,hatian
1559,dew,larouze,hatian
1560,diary,jounal pèsonèl,hatian
1561,dictionary,diksyonè,hatian
1562,die,mouri,hatian
1563,differ,pa dakò,hatian
1564,different,diferan,hatian
1565,difficult,difisil,hatian
1566,difficulty,difikilte,hatian
1567,dig,fouye,hatian
1568,digest,n ekstrè,hatian
1569,digest,v dijere,hatian
1570,dignity,diyite,hatian
1571,diligent,debouya,hatian
1572,dilute,delye,hatian
1573,dim,pal,hatian
1574,dinner,dine,hatian
1575,dip,plonje,hatian
1576,direct,adj dirèk,hatian
1577,direct,v dirije,hatian
1578,direction,direksyon,hatian
1579,director,direktè,hatian
1580,dirt,"kras, pousyè, salte",hatian
1581,dirty,sal,hatian
1582,disable,v deranje,hatian
1583,disable,"andikape, enfim",hatian
1584,disagree,pa dakò,hatian
1585,diagreeable,dezagreyab,hatian
1586,disappear,v disparèt,hatian
1587,disappoint,desevwa,hatian
1588,disapprove,dezaprouve,hatian
1589,disarray,tètchaje,hatian
1590,disaster,dezas,hatian
1591,disburse,debouse,hatian
1592,discern,"dekouvri, disène",hatian
1593,discharge,vide,hatian
1594,discipline,disiplin,hatian
1595,discontent,mekontantman,hatian
1596,discord,dezakò,hatian
1597,discourage,dekouraje,hatian
1598,discover,dekouvri,hatian
1599,discredit,v. diskredite,hatian
1600,discrete,disrè,hatian
1601,discretion,diskresyon,hatian
1602,discuss,diskite,hatian
1603,disdain,deden,hatian
1604,disease,maladi,hatian
1605,disgrace,"dezonè, wont",hatian
1606,to disguise,degize,hatian
1607,disguise,digizmann,hatian
1608,disgust,degou,hatian
1609,dish,"asyèt, plat",hatian
1610,dismiss,"lage, ranvwaye",hatian
1611,disorder,dezòd,hatian
1612,disown,deposede,hatian
1613,dispensary,dispansè,hatian
1614,display,v etale,hatian
1615,disqualify,diskalifye,hatian
1616,dissipate,gaye,hatian
1617,distance,distans,hatian
1618,distinct,"disten , klè",hatian
1619,distinguish,distenge,hatian
1620,distort,defòme,hatian
1621,distract,distrè,hatian
1622,distribute,distribye,hatian
1623,district,deranje,hatian
1624,ditch,"ravin, twou",hatian
1625,dive,plonje,hatian
1626,diver,dayiva,hatian
1627,diverse,divès,hatian
1628,divide,divize,hatian
1629,divorce,divòs,hatian
1630,dizzy,gen vètij,hatian
1631,do,"fè, fabrike",hatian
1632,document,dokiman,hatian
1633,dog,chen,hatian
1634,doll,poupe,hatian
1635,dollar,dola,hatian
1636,dolphin,dofin,hatian
1637,domestic,adj peyi,hatian
1638,domestic,n restavèk,hatian
1639,Dominican Republic,Dominikani,hatian
1640,donkey,bourik,hatian
1641,doom,fayit,hatian
1642,door,pòt,hatian
1643,dormitory,dòtwa,hatian
1644,dot,"pwen, tach",hatian
1645,double,adj doub,hatian
1646,double,v double,hatian
1647,doubt,n dout,hatian
1648,doubt,v doute,hatian
1649,dough,pat farin,hatian
1650,dove,pijon,hatian
1651,down,adv anba,hatian
1652,down,v desann,hatian
1653,down there,anba-a,hatian
1654,downtown,lavil,hatian
1655,draft,n kourandè,hatian
1656,draft,v anrole,hatian
1657,drag,trennen,hatian
1658,drain,egou,hatian
1659,draw,rale,hatian
1660,drawback,dezavantaj,hatian
1661,draw near,pròche,hatian
1662,dream,rèv,hatian
1663,dreary,"tris, sonm",hatian
1664,dress,n ròb,hatian
1665,dress,v abiye,hatian
1666,dressed,abyè,hatian
1667,drift,flote,hatian
1668,drill,n dril,hatian
1669,drill,v fè egzèsis,hatian
1670,drink,n bweson,hatian
1671,drink,v bwè,hatian
1672,drip,degoute,hatian
1673,drive,kondui,hatian
1674,drive,n. promenad,hatian
1675,driver,"chofè, kondiktè",hatian
1676,drizzle,v farinen,hatian
1677,drop,n gout,hatian
1678,drop,v lage,hatian
1679,drought,sechrès,hatian
1680,drown,nwaye,hatian
1681,drug,dròg,hatian
1682,drum,droum,hatian
1683,drunk,sou,hatian
1684,dry,sèk,hatian
1685,duck,kanna,hatian
1686,dull,mat,hatian
1687,dumb,"adj enbesil, gaga",hatian
1688,dump,n pil fatra,hatian
1689,dump,v jete,hatian
1690,dune,pilsab,hatian
1691,dung,fimye,hatian
1692,during,pandan,hatian
1693,dusk,labrin,hatian
1694,dust,pousyè,hatian
1695,duty,"dwa, taks",hatian
1696,dwarf,tinen,hatian
1697,dwelling,kay,hatian
1698,dye,v kolore,hatian
1699,in the afternoon,d laprèmidi,hatian
1700,of (used very sparingly),d,hatian
1701,(adv) first of all,dabò,hatian
1702,agree,dakò,hatian
1703,(n) gutter,dal,hatian
1704,(n) mold (for pouring cement),dal planche,hatian
1705,"(n) many, much",dal,hatian
1706,(n) cement roof,dal,hatian
1707,(n) queen (in cards or chess),dam,hatian
1708,lady,dam,hatian
1709,dam,dam,hatian
1710,(v) to win,damen,hatian
1711,demijohn,damjann,hatian
1712,love (each other),damou,hatian
1713,"(v) love, (be in love)",damou,hatian
1714,in love with,damou pou,hatian
1715,checkers (game),"damye (dam, danm)",hatian
1716,fang,dan,hatian
1717,tooth,dan,hatian
1718,danger,danje,hatian
1719,peril,danje,hatian
1720,(n) produce,danre (legim),hatian
1721,goods,danre,hatian
1722,(n) dance,dans,hatian
1723,(v) dance,danse,hatian
1724,(v) ravish,dapiyan (vyole),hatian
1725,according to,daprè,hatian
1726,date,dat,hatian
1727,besides,dayè,hatian
1728,diver,dayiva,hatian
1729,you're welcome,de ryen,hatian
1730,some (pl article),de,hatian
1731,two,de,hatian
1732,(v) land,debake (atèri),hatian
1733,(v) clear,debarase,hatian
1734,rid,debarase,hatian
1735,debate,debat (diskite),hatian
1736,(v) deliberate,debat,hatian
1737,debauch,debòch,hatian
1738,overflow,debòde (desann),hatian
