,creole_word,word,creole name
11,kammòmèl,['chamomile'],Louisiana Creole
12,(la)kamponñ,"['country', ' countryside']",Louisiana Creole
13,kan,['when'],Louisiana Creole
14,kanar,['duck'],Louisiana Creole
15,kanay,"['cunning', ' mischievious', ' sly']",Louisiana Creole
16,kanminm,['although'],Louisiana Creole
17,(dé)kann,['sugarcane'],Louisiana Creole
18,kapab,"['able', ' can']",Louisiana Creole
19,kapitènn,['captain'],Louisiana Creole
20,kapo,['coat'],Louisiana Creole
21,karankro,"['buzzard', ' vulture', ' Carencro']",Louisiana Creole
22,karant,['forty'],Louisiana Creole
23,karant-é-ènn,['fourty-one'],Louisiana Creole
24,Karèm,['Lent'],Louisiana Creole
0,Karnaval,['Mardi Gras'],Louisiana Creole
1,karòt,['carrot'],Louisiana Creole
2,kart,['card'],Louisiana Creole
3,"kasé, kas","['break', ' crack', ' shuck', ' shell']",Louisiana Creole
4,kashé,"['hide', ' hidden']",Louisiana Creole
5,kat,['four'],Louisiana Creole
6,Katolik,['Catholic'],Louisiana Creole
7,katòrz,['fourteen'],Louisiana Creole
8,katré-vin,['eighty'],Louisiana Creole
9,katré-vin-dis,['ninety'],Louisiana Creole
10,(la)kav,"['basement', ' pantry']",Louisiana Creole
11,kawènn,['snapping turtle'],Louisiana Creole
12,kayé,['cottage cheese'],Louisiana Creole
13,ke,"['than', ' that']",Louisiana Creole
14,(la)ké,['tail'],Louisiana Creole
15,kék,['cake'],Louisiana Creole
16,kèk,['some'],Louisiana Creole
17,kèk plas,['somewhere'],Louisiana Creole
18,kèk zafær,['something'],Louisiana Creole
19,kèkènn,['prosomeone'],Louisiana Creole
20,kèkènn dòt,['prosomeone else'],Louisiana Creole
21,kèl,"['which', ' what']",Louisiana Creole
22,kèl...?,['what...?'],Louisiana Creole
23,kèstyon,['question'],Louisiana Creole
24,ki,"['who', ' what', ' that (in relative clauses)']",Louisiana Creole
0,ki ça...?,['what...?'],Louisiana Creole
1,ki çé...?,['what...?'],Louisiana Creole
2,ki moun,['conjphrwho'],Louisiana Creole
3,ki...?,['what...?'],Louisiana Creole
4,kiki,['onomhaha'],Louisiana Creole
5,kilot,['pants'],Louisiana Creole
6,kilot kout,['nphrshorts'],Louisiana Creole
7,kinz,['fifteen'],Louisiana Creole
8,kiréy,['squirrel'],Louisiana Creole
9,kiriyé,"['curious', ' nosy']",Louisiana Creole
10,kishòj,"['thing', ' something']",Louisiana Creole
11,"kité, kit","['leave', ' let']",Louisiana Creole
12,kiyær,['spoon'],Louisiana Creole
13,(la)kizinn,['kitchen'],Louisiana Creole
14,klær,"['clear', ' light (said of skin)', ' clearly']",Louisiana Creole
15,klærmen,['clearly'],Louisiana Creole
16,(la)klé,['key'],Louisiana Creole
17,klo,['field'],Louisiana Creole
18,klo lwil,['oilfield'],Louisiana Creole
19,klœb,"['club', ' nightclub']",Louisiana Creole
20,klou,['nail'],Louisiana Creole
21,klouk,['male genitalia'],Louisiana Creole
22,"klouyé, klou",['nail'],Louisiana Creole
23,kœr,['heart'],Louisiana Creole
24,kòfær,['why'],Louisiana Creole
0,kokiy,['shell'],Louisiana Creole
1,kokodri,['alligator'],Louisiana Creole
2,kolær,"['anger', ' angry']",Louisiana Creole
3,kòmærs,['gossip'],Louisiana Creole
4,kombyin,['how many'],Louisiana Creole
5,komen,['how'],Louisiana Creole
6,"komensé, komens","['start', ' begin']",Louisiana Creole
7,komod,['toilet'],Louisiana Creole
8,(la)kompoñi,['company (people)'],Louisiana Creole
9,komprenn,['understand'],Louisiana Creole
10,koné,"['know', ' can', ' able']",Louisiana Creole
11,koné,['do regularly'],Louisiana Creole
12,"koñé, koñ","['hit', ' strike', ' bump']",Louisiana Creole
13,(la)kònésans,['act of meeting someone'],Louisiana Creole
14,konm,['like'],Louisiana Creole
15,konm-çi-kom-ça,['adjphrso-so'],Louisiana Creole
16,konsèy,['advice'],Louisiana Creole
17,konten,['happy'],Louisiana Creole
18,kontiné,['continue'],Louisiana Creole
19,konværsasyon,['conversation'],Louisiana Creole
20,kòp,['cup'],Louisiana Creole
21,kòrèk,"['correct', ' fine']",Louisiana Creole
22,korish,['rooster'],Louisiana Creole
23,kòrn,['horn'],Louisiana Creole
24,koshon,['pig'],Louisiana Creole
0,koté,"['at', ' near']",Louisiana Creole
1,koton,['cotton'],Louisiana Creole
2,kòton-mayi,['corncob'],Louisiana Creole
3,kou,['neck'],Louisiana Creole
4,koulœr,['color'],Louisiana Creole
5,koundjay,['type of dance'],Louisiana Creole
6,"koupé, koup",['cut'],Louisiana Creole
7,(la)kour,['yard'],Louisiana Creole
8,kouri,['go'],Louisiana Creole
9,"koushé, koush","['go to bed', ' lie down']",Louisiana Creole
10,koushkoush,['cornbread with sugar and milk'],Louisiana Creole
11,koushmar,['nightmare'],Louisiana Creole
12,kout,['short'],Louisiana Creole
13,"kouté, kout","['listen', ' cost']",Louisiana Creole
14,kouto,['knife'],Louisiana Creole
15,kouvær,"['cloudy', ' covered']",Louisiana Creole
16,kouzin,['cousin (male or female)'],Louisiana Creole
17,kouzinn,['cousin (female)'],Louisiana Creole
18,"kozé, kòz",['chat'],Louisiana Creole
19,krab,['crab'],Louisiana Creole
20,krapo,['toad'],Louisiana Creole
21,"krashé, krash",['spit'],Louisiana Creole
22,krébis,['crawfish'],Louisiana Creole
23,"krèvé, krèv",['die'],Louisiana Creole
24,kréyòl,['Creole'],Louisiana Creole
0,Kréyòl,['Creole person'],Louisiana Creole
1,Krismis,['Christmas'],Louisiana Creole
2,krò,"['believe', ' think']",Louisiana Creole
3,kròt,['poop'],Louisiana Creole
4,kwa,['what'],Louisiana Creole
5,kwi,['cook'],Louisiana Creole
0,Karnaval,['Mardi Gras'],Louisiana Creole
1,karòt,['carrot'],Louisiana Creole
2,kart,['card'],Louisiana Creole
3,"kasé, kas","['break', ' crack', ' shuck', ' shell']",Louisiana Creole
4,kashé,"['hide', ' hidden']",Louisiana Creole
5,kat,['four'],Louisiana Creole
6,Katolik,['Catholic'],Louisiana Creole
7,katòrz,['fourteen'],Louisiana Creole
8,katré-vin,['eighty'],Louisiana Creole
9,katré-vin-dis,['ninety'],Louisiana Creole
10,(la)kav,"['basement', ' pantry']",Louisiana Creole
11,kawènn,['snapping turtle'],Louisiana Creole
12,kayé,['cottage cheese'],Louisiana Creole
13,ke,"['than', ' that']",Louisiana Creole
14,(la)ké,['tail'],Louisiana Creole
15,kék,['cake'],Louisiana Creole
16,kèk,['some'],Louisiana Creole
17,kèk plas,['somewhere'],Louisiana Creole
18,kèk zafær,['something'],Louisiana Creole
19,kèkènn,['prosomeone'],Louisiana Creole
20,kèkènn dòt,['prosomeone else'],Louisiana Creole
21,kèl,"['which', ' what']",Louisiana Creole
22,kèl...?,['what...?'],Louisiana Creole
23,kèstyon,['question'],Louisiana Creole
24,ki,"['who', ' what', ' that (in relative clauses)']",Louisiana Creole
0,la,"['there', ' here', ' then']",Louisiana Creole
1,-la,['detthe'],Louisiana Creole
2,"la, le, lê",['detthe'],Louisiana Creole
3,laba,['lahanshhansh'],Louisiana Creole
-1,,['lahashhash'],
0,,,Louisiana Creole
1,,['lajaj'],
2,,,Louisiana Creole
3,,['lajistisjistis'],
4,,,Louisiana Creole
5,,['lajournéjourné'],
6,,,Louisiana Creole
7,,['lajwajwa'],
8,,,Louisiana Creole
9,,['lakamponñkamponñ'],
10,,,Louisiana Creole
11,,['lakannkann'],
12,,,Louisiana Creole
13,,['lakavkav'],
14,,,Louisiana Creole
15,,['lakéké'],
16,,,Louisiana Creole
17,,['lakizinnkizinn'],
18,,,Louisiana Creole
19,,['lakléklé'],
20,,,Louisiana Creole
21,,['lakompoñikompoñi'],
22,,,Louisiana Creole
23,,['lakònésanskònésans'],
24,,,Louisiana Creole
25,,['lakourkour'],
26,,,Louisiana Creole
27,,['lalamplamp'],
28,,,Louisiana Creole
29,,['lalannglanng'],
30,,,Louisiana Creole
31,,['lalimyærlimyær'],
32,,,Louisiana Creole
33,,['lalinnlinn'],
34,,,Louisiana Creole
35,,['lalotrilotri'],
36,,,Louisiana Creole
37,,['LalwizyannLwizyann'],
38,,,Louisiana Creole
39,,['lamærmær'],
40,,,Louisiana Creole
41,,['lamèsmès'],
42,,,Louisiana Creole
43,,['lamézonmézon'],
44,,,Louisiana Creole
45,,['laminmin'],
46,,,Louisiana Creole
47,,['lamiraymiray'],
48,,,Louisiana Creole
-1,,['lamizærmizær'],
0,,,Louisiana Creole
1,,['lamizikmizik'],
2,,,Louisiana Creole
3,,['lamòchémòché'],
4,,,Louisiana Creole
5,,['lamòrmòr'],
6,,,Louisiana Creole
7,,['lamouramour'],
8,,,Louisiana Creole
9,,['lamourèamourè'],
10,,,Louisiana Creole
11,,['lamoutardmoutard'],
12,,,Louisiana Creole
14,(la)lamp,['lamp'],Louisiana Creole
15,lañap,['lanèjnèj'],Louisiana Creole
16,(la)lanng,['lapaypay'],Louisiana Creole
17,lapé,['larimmrimm'],Louisiana Creole
-1,,['larivyærrivyær'],
0,,,Louisiana Creole
2,larjen,['larozérozé'],Louisiana Creole
3,las,['lashansshans'],Louisiana Creole
4,lashas,['latizanntizann'],Louisiana Creole
5,"lavé, lav",['lavilvil'],Louisiana Creole
6,Lavilvil,['New Orleans'],Louisiana Creole
7,Lavonn,['lavyannvyann'],Louisiana Creole
0,lay,['garlic'],Louisiana Creole
1,léçon,"['lesson', ' moral']",Louisiana Creole
2,lèd,['ugly'],Louisiana Creole
3,légliz,['church'],Louisiana Creole
4,léjé,"['light', ' thin']",Louisiana Creole
5,lékòl,['school'],Louisiana Creole
6,léritaj,['heritage'],Louisiana Creole
7,lès,"['east', ' eastern']",Louisiana Creole
8,"lésé, lès","['leave', ' let']",Louisiana Creole
9,lèskalyé,"['stairs', ' staircase']",Louisiana Creole
10,Lèspañol,"['Spanish (language)', ' Spaniard']",Louisiana Creole
11,lèspri,"['spirit', ' intelligence']",Louisiana Creole
12,lèstoma,"['belly', ' stomach']",Louisiana Creole
13,léta,['state'],Louisiana Creole
14,Létazini,['USA'],Louisiana Creole
15,lété,['summer'],Louisiana Creole
16,létwal,['star'],Louisiana Creole
17,"lévé, lèv","['get up', ' raise']",Louisiana Creole
18,lézar,['lézòtzòt'],Louisiana Creole
19,li,"['prohe', ' she', ' it']",Louisiana Creole
20,liméro/niméro,['number'],Louisiana Creole
21,limon,['lemon'],Louisiana Creole
22,(la)limyær,['light'],Louisiana Creole
23,lindi,['Monday'],Louisiana Creole
0,linèt,['glasses'],Louisiana Creole
1,linj,['clothes'],Louisiana Creole
2,"linmé, linm","['love', ' like']",Louisiana Creole
3,(la)linn,['moon'],Louisiana Creole
4,linstrumen,['musical instrument'],Louisiana Creole
5,lir,['read'],Louisiana Creole
6,lis,['list'],Louisiana Creole
7,listwar,['story'],Louisiana Creole
8,lit,['bed'],Louisiana Creole
9,liv,"['book', ' pound (unit of measurement)']",Louisiana Creole
10,livær,['winter'],Louisiana Creole
11,lœr,"['hour', "" o'clock""]",Louisiana Creole
12,lofis,['lombrajombraj'],Louisiana Creole
13,lonch,['lunch'],Louisiana Creole
14,lontem,['long time'],Louisiana Creole
15,lontem pasé,['advphrlong time ago'],Louisiana Creole
16,lopital,['hospital'],Louisiana Creole
17,lòragan,"['hurricane', ' storm']",Louisiana Creole
18,lòt,['other'],Louisiana Creole
19,lotòn,"['autumn', ' fall']",Louisiana Creole
20,(la)lotri,['lottery'],Louisiana Creole
21,"loué, lou",['rent'],Louisiana Creole
22,lougarou,['werewolf'],Louisiana Creole
23,lour,['heavy'],Louisiana Creole
0,louvraj,['work'],Louisiana Creole
1,lwil,['oil'],Louisiana Creole
2,lwin,['far'],Louisiana Creole
3,(La)Lwizyann,['Louisiana'],Louisiana Creole
-1,,['lahashhash'],
0,,,Louisiana Creole
1,,['lajaj'],
2,,,Louisiana Creole
3,,['lajistisjistis'],
4,,,Louisiana Creole
5,,['lajournéjourné'],
6,,,Louisiana Creole
7,,['lajwajwa'],
8,,,Louisiana Creole
9,,['lakamponñkamponñ'],
10,,,Louisiana Creole
11,,['lakannkann'],
12,,,Louisiana Creole
13,,['lakavkav'],
14,,,Louisiana Creole
15,,['lakéké'],
16,,,Louisiana Creole
17,,['lakizinnkizinn'],
18,,,Louisiana Creole
19,,['lakléklé'],
20,,,Louisiana Creole
21,,['lakompoñikompoñi'],
22,,,Louisiana Creole
23,,['lakònésanskònésans'],
24,,,Louisiana Creole
25,,['lakourkour'],
26,,,Louisiana Creole
27,,['lalamplamp'],
28,,,Louisiana Creole
29,,['lalannglanng'],
30,,,Louisiana Creole
31,,['lalimyærlimyær'],
32,,,Louisiana Creole
33,,['lalinnlinn'],
34,,,Louisiana Creole
35,,['lalotrilotri'],
36,,,Louisiana Creole
37,,['LalwizyannLwizyann'],
38,,,Louisiana Creole
39,,['lamærmær'],
40,,,Louisiana Creole
41,,['lamèsmès'],
42,,,Louisiana Creole
43,,['lamézonmézon'],
44,,,Louisiana Creole
45,,['laminmin'],
46,,,Louisiana Creole
47,,['lamiraymiray'],
48,,,Louisiana Creole
0,madamm,"['Mrs.', "" ma'am"", ' lady', ' wife']",Louisiana Creole
1,mær,['mother'],Louisiana Creole
2,(la)mær,['ocean'],Louisiana Creole
3,mærkrédi,['Wednesday'],Louisiana Creole
4,Mærkrédi-dê-Senn,['nphrAsh Wednesday'],Louisiana Creole
5,mærsi,['interjthanks'],Louisiana Creole
6,mal,['evil'],Louisiana Creole
7,mal-lagòrj/mal-de-gòrj,['nphrsore throat'],Louisiana Creole
8,mal-latèt/mal-de-tèt,['nphrheadache'],Louisiana Creole
9,mal-o-den,['toothache'],Louisiana Creole
10,mal-o-do,['backache'],Louisiana Creole
11,mal-o-kœr,['heartburn'],Louisiana Creole
12,mal-o-vent,['stomach ache'],Louisiana Creole
13,mal-zòrèy,['earache'],Louisiana Creole
14,malad,['sick'],Louisiana Creole
15,maléré,"['poor', ' unfortunate', ' sad']",Louisiana Creole
16,malèrèzmen,['unfortunately'],Louisiana Creole
17,malgré,['although'],Louisiana Creole
18,malin,"['clever', ' sly']",Louisiana Creole
19,"mandé, mand",['ask'],Louisiana Creole
20,manjé,['food'],Louisiana Creole
21,"manjé, manj",['eat'],Louisiana Creole
22,"manké, mank","['miss', ' almost do something']",Louisiana Creole
23,mardi,['Tuesday'],Louisiana Creole
24,marènn,['godmother'],Louisiana Creole
0,mari,['husband'],Louisiana Creole
1,maringwin,['mosquito'],Louisiana Creole
2,"mariyé, mari",['marry'],Louisiana Creole
3,maron,['brown'],Louisiana Creole
4,mars,['March'],Louisiana Creole
5,"marshé, marsh",['walk'],Louisiana Creole
6,maryaj,['marriage'],Louisiana Creole
7,mashinn,"['machine', ' motor']",Louisiana Creole
8,mayi,['corn'],Louisiana Creole
9,mé,['May'],Louisiana Creole
10,mé,['but'],Louisiana Creole
11,médsinn,['medicine'],Louisiana Creole
12,"mèlé, mèl",['mix'],Louisiana Creole
13,méli-mélanj,['mix'],Louisiana Creole
14,"ménajé, ménaj","['use sparingly', ' economize']",Louisiana Creole
15,"ménné, mènn","['bring', ' haul']",Louisiana Creole
16,ménné/fé lembara,['cause trouble'],Louisiana Creole
17,"menti, men",['lie'],Louisiana Creole
18,Mérikin,"['American', ' English language']",Louisiana Creole
19,(la)mès,"['church', ' mass']",Louisiana Creole
20,mèsi,['interjthanks'],Louisiana Creole
21,mèt,"['put', ' put on']",Louisiana Creole
22,mèt-(d)-lékol/mèt,['nphrteacher (male)'],Louisiana Creole
23,métrès,['nphrteacher (female)'],Louisiana Creole
24,méyœr,"['better', ' best']",Louisiana Creole
0,(la)mézon,['house'],Louisiana Creole
1,midi,['noon'],Louisiana Creole
2,mil,"['thousand', ' mile']",Louisiana Creole
3,milé,['mule'],Louisiana Creole
4,(la)min,['hand'],Louisiana Creole
5,minm,"['same', ' even']",Louisiana Creole
6,-minm,"['proreflexive pronoun', ' -self']",Louisiana Creole
7,minn,['mean'],Louisiana Creole
8,mir,['ripe'],Louisiana Creole
9,(dé)mir,['berry'],Louisiana Creole
10,(la)miray,['wall'],Louisiana Creole
11,miryaj,['cloud'],Louisiana Creole
12,misyé,"['Mr.', ' sir', ' gentleman']",Louisiana Creole
13,(la)mizær,"['misery', ' trouble']",Louisiana Creole
14,(la)mizik,['music'],Louisiana Creole
15,mizisyin,['musician'],Louisiana Creole
16,(dé)mlon,['melon'],Louisiana Creole
17,mo,['proI (subject)'],Louisiana Creole
18,mò,['prome (object)'],Louisiana Creole
19,mô,['detmy'],Louisiana Creole
20,(la)mòché,['half of'],Louisiana Creole
21,mòché-frær,['half-brother'],Louisiana Creole
22,mòché-sœr,['half-sister'],Louisiana Creole
23,moman,['mom'],Louisiana Creole
24,montañ,['mountain'],Louisiana Creole
0,"monté, mont",['ride'],Louisiana Creole
1,"montré, mont","['teach', ' show']",Louisiana Creole
2,(la)mòr,['death'],Louisiana Creole
3,mòr,['dead'],Louisiana Creole
4,mòrd,"['bite', ' sting']",Louisiana Creole
5,mòrso,['little piece'],Louisiana Creole
6,moun,['person'],Louisiana Creole
7,mouri,['die'],Louisiana Creole
8,(dé)moush,['fly'],Louisiana Creole
9,moush-a-myèl,['honeybee'],Louisiana Creole
10,moustash,['mustache'],Louisiana Creole
11,(la)moutard,['mustard'],Louisiana Creole
12,mouton,['sheep'],Louisiana Creole
13,"mouyé, mouy","['wet', ' rain']",Louisiana Creole
14,mové,['bad'],Louisiana Creole
15,mòyær,"['way (of doing)', ' kinda']",Louisiana Creole
16,mwins,['less'],Louisiana Creole
17,myé,['better'],Louisiana Creole
0,mari,['husband'],Louisiana Creole
1,maringwin,['mosquito'],Louisiana Creole
2,"mariyé, mari",['marry'],Louisiana Creole
3,maron,['brown'],Louisiana Creole
4,mars,['March'],Louisiana Creole
5,"marshé, marsh",['walk'],Louisiana Creole
6,maryaj,['marriage'],Louisiana Creole
7,mashinn,"['machine', ' motor']",Louisiana Creole
8,mayi,['corn'],Louisiana Creole
9,mé,['May'],Louisiana Creole
10,mé,['but'],Louisiana Creole
11,médsinn,['medicine'],Louisiana Creole
12,"mèlé, mèl",['mix'],Louisiana Creole
13,méli-mélanj,['mix'],Louisiana Creole
14,"ménajé, ménaj","['use sparingly', ' economize']",Louisiana Creole
15,"ménné, mènn","['bring', ' haul']",Louisiana Creole
16,ménné/fé lembara,['cause trouble'],Louisiana Creole
17,"menti, men",['lie'],Louisiana Creole
18,Mérikin,"['American', ' English language']",Louisiana Creole
19,(la)mès,"['church', ' mass']",Louisiana Creole
20,mèsi,['interjthanks'],Louisiana Creole
21,mèt,"['put', ' put on']",Louisiana Creole
22,mèt-(d)-lékol/mèt,['nphrteacher (male)'],Louisiana Creole
23,métrès,['nphrteacher (female)'],Louisiana Creole
24,méyœr,"['better', ' best']",Louisiana Creole
0,"najé, naj",['swim'],Louisiana Creole
1,namm,['soul'],Louisiana Creole
2,nanglé,['English language'],Louisiana Creole
3,napa,['bait'],Louisiana Creole
4,narb,['tree'],Louisiana Creole
5,natirèl,['natural'],Louisiana Creole
6,né,['born'],Louisiana Creole
7,"nèf, nœf",['nine'],Louisiana Creole
8,(la)nèj,['snow'],Louisiana Creole
9,"néjé, nèj",['snow'],Louisiana Creole
10,népi-mayi,['nphrear of corn'],Louisiana Creole
11,"nètwayé, nètwa",['clean'],Louisiana Creole
12,névé,['nephew'],Louisiana Creole
13,nidé,"['idea', ' mind', ' thought']",Louisiana Creole
14,nik,['nest'],Louisiana Creole
15,nimpòrt (ki),"['any', ' whatever', ' whichever']",Louisiana Creole
16,nimpòrt éyou,['nphranywhere'],Louisiana Creole
17,nimpòrt ki moun,['nphranybody'],Louisiana Creole
18,nimpòrt ki plas,['nphranywhere'],Louisiana Creole
19,nimpòrt ki zafær,['nphranything'],Louisiana Creole
20,nimpòrt kishòj,['nphranything'],Louisiana Creole
21,nivo,['level'],Louisiana Creole
22,nô,['detour'],Louisiana Creole
23,"no, nouzòt",['prowe (subject)'],Louisiana Creole
24,nom,['name'],Louisiana Creole
0,nom-d-famiy,['surname'],Louisiana Creole
1,nom-d-maryaj,['married name'],Louisiana Creole
2,non,['interjno'],Louisiana Creole
3,non pli,"['anymore', ' either']",Louisiana Creole
4,nonk,['uncle'],Louisiana Creole
5,nonm,['man'],Louisiana Creole
6,nòr,['north'],Louisiana Creole
7,nora,['there will be'],Louisiana Creole
8,nòtis,['sign'],Louisiana Creole
9,"nou, nouzòt",['prous (object)'],Louisiana Creole
10,Nouvèl-Òrléan,['New Orleans'],Louisiana Creole
11,nouvo,['new'],Louisiana Creole
12,novemb,['November'],Louisiana Creole
13,nwa,['nut'],Louisiana Creole
14,nwaj,['cloud'],Louisiana Creole
15,nwar,['black'],Louisiana Creole
16,"nwayé, nway",['drown'],Louisiana Creole
17,Nwèl,['Christmas'],Louisiana Creole
18,(la)nwit,['night'],Louisiana Creole
19,nyès,['niece'],Louisiana Creole
0,nom-d-famiy,['surname'],Louisiana Creole
1,nom-d-maryaj,['married name'],Louisiana Creole
2,non,['interjno'],Louisiana Creole
3,non pli,"['anymore', ' either']",Louisiana Creole
4,nonk,['uncle'],Louisiana Creole
5,nonm,['man'],Louisiana Creole
6,nòr,['north'],Louisiana Creole
7,nora,['there will be'],Louisiana Creole
8,nòtis,['sign'],Louisiana Creole
9,"nou, nouzòt",['prous (object)'],Louisiana Creole
10,Nouvèl-Òrléan,['New Orleans'],Louisiana Creole
11,nouvo,['new'],Louisiana Creole
12,novemb,['November'],Louisiana Creole
13,nwa,['nut'],Louisiana Creole
14,nwaj,['cloud'],Louisiana Creole
15,nwar,['black'],Louisiana Creole
16,"nwayé, nway",['drown'],Louisiana Creole
17,Nwèl,['Christmas'],Louisiana Creole
18,(la)nwit,['night'],Louisiana Creole
19,nyès,['niece'],Louisiana Creole
0,obòr isit,['around here'],Louisiana Creole
1,ofon,['the bottom'],Louisiana Creole
2,okipé,['busy'],Louisiana Creole
3,oktòb,['October'],Louisiana Creole
4,olé,['want'],Louisiana Creole
5,(l)ombraj,['shade'],Louisiana Creole
6,omwin,['at least'],Louisiana Creole
7,onz,['eleven'],Louisiana Creole
8,opré,['nearby'],Louisiana Creole
9,ora,"['near', ' around']",Louisiana Creole
10,orévwar,['interjgoodbye'],Louisiana Creole
11,osi…ke,['adjphras…as'],Louisiana Creole
12,osike,['advphras soon as'],Louisiana Creole
13,osit,"['also', ' too']",Louisiana Creole
14,"oté, ot","['take off', ' remove']",Louisiana Creole
15,ou,['or'],Louisiana Creole
16,ouvraj,['work'],Louisiana Creole
17,"ouvri, ouvær",['open'],Louisiana Creole
18,Ozilinwa,['Illinois'],Louisiana Creole
0,pa,"['negative marker', ' not']",Louisiana Creole
1,pa ditou,['not at all'],Louisiana Creole
2,pa enkòr,['not yet'],Louisiana Creole
3,pa gran-shòj,['not much'],Louisiana Creole
4,pa nil-plas,['nowhere'],Louisiana Creole
5,pa-d-kwa,"[""phryou're welcome""]",Louisiana Creole
6,padna,['friend'],Louisiana Creole
7,pær,['father'],Louisiana Creole
8,pærd,['lose'],Louisiana Creole
9,pærdi,['lost'],Louisiana Creole
10,(pa) pærsonn,['no one'],Louisiana Creole
11,Pak,['Easter'],Louisiana Creole
12,pakònn,['pecan'],Louisiana Creole
13,pantalon,['pants'],Louisiana Creole
14,par ègzamp,['expfor example'],Louisiana Creole
15,paradi,['heaven'],Louisiana Creole
16,"pardonné, pardonn",['forgive'],Louisiana Creole
17,paré,['ready'],Louisiana Creole
18,paren,"['parent', ' relative']",Louisiana Creole
19,parésé,['lazy'],Louisiana Creole
20,paréy,"['same', ' similar']",Louisiana Creole
21,parin,['godfather'],Louisiana Creole
22,"parlé, parl",['speak'],Louisiana Creole
23,paròl,['word'],Louisiana Creole
24,parske,['because'],Louisiana Creole
0,"partajé, partaj",['share'],Louisiana Creole
1,"parti, par",['leave'],Louisiana Creole
2,pasé,['ago'],Louisiana Creole
3,"pasé, pas","['pass', ' pass away']",Louisiana Creole
4,(la)pat,"['paw', ' leg or foot (of animal)']",Louisiana Creole
5,patasa,['sunfish'],Louisiana Creole
6,patat,"['potato', ' sweet potato']",Louisiana Creole
7,patat dous,['sweet potato'],Louisiana Creole
8,"patouyé, patouy",['splash around'],Louisiana Creole
9,pay,['pie'],Louisiana Creole
10,(la)pay,"['straw', ' husk']",Louisiana Creole
11,pe,"['able to', ' can']",Louisiana Creole
12,pé,"['shut up', ' quiet']",Louisiana Creole
13,"pèlé, pèl","['call', ' be named (reflexive)']",Louisiana Creole
14,pélikan,['pelican'],Louisiana Creole
15,pendan,"['during', ' while']",Louisiana Creole
16,penn,['hang'],Louisiana Creole
17,"pensé, pens",['think'],Louisiana Creole
18,"pèshé, pèsh","['prevent', ' fish', ' sin']",Louisiana Creole
19,péshœr,"['fisher', ' sinner']",Louisiana Creole
20,petèt,['maybe'],Louisiana Creole
21,"péyé, péy",['pay'],Louisiana Creole
22,péyi,"['country', ' nation']",Louisiana Creole
23,pi,['then'],Louisiana Creole
24,pikan,"['sticker', ' thorn']",Louisiana Creole
0,pimen,['pepper (vegetable)'],Louisiana Creole
1,pimenté,"['spice', ' spicy', ' spiced']",Louisiana Creole
2,pipi,['pee'],Louisiana Creole
3,piti,['child'],Louisiana Creole
4,piti,"['small', ' little']",Louisiana Creole
5,pla,"['plate', ' dish (of food)']",Louisiana Creole
6,plakminn,['persimmon'],Louisiana Creole
7,planshé,['floor'],Louisiana Creole
8,plant,['plant'],Louisiana Creole
9,"planté, plant",['plant'],Louisiana Creole
10,plas,"['place', ' space']",Louisiana Creole
11,play,['beach'],Louisiana Creole
12,plènn,['plain'],Louisiana Creole
13,pléri,['prairie'],Louisiana Creole
14,plézir,['pleasure'],Louisiana Creole
15,(la)pli,['rain'],Louisiana Creole
16,pli…ke,['adjphrmore…than'],Louisiana Creole
17,pli(s),['more'],Louisiana Creole
18,plin,"['full', ' a lot']",Louisiana Creole
19,plizyær,['many'],Louisiana Creole
20,(la)plòt,['ball'],Louisiana Creole
21,(la)po,['skin'],Louisiana Creole
22,pœr,"['fear', ' afraid']",Louisiana Creole
23,pokapok,['so-so'],Louisiana Creole
24,polis,['police'],Louisiana Creole
0,popa,['dad'],Louisiana Creole
1,pòrt,['door'],Louisiana Creole
2,"pòrté, pòrt","['bring', ' wear']",Louisiana Creole
3,pòrtré,"['picture', ' photo', ' movie']",Louisiana Creole
4,pou,"['for', ' about', ' to']",Louisiana Creole
5,pou sûr,"['advphrfor sure', ' definitely']",Louisiana Creole
6,(la)poud,"['powder', ' dust', ' gunpowder']",Louisiana Creole
7,poul,"['chicken', ' hen']",Louisiana Creole
8,poulayé,['henhouse'],Louisiana Creole
9,"pousé, pous","['push', ' grow']",Louisiana Creole
10,(la)pousyær,['dust'],Louisiana Creole
11,"(ré)pozé, poz","['rest', ' relax (sometimes reflexive)']",Louisiana Creole
12,pré,"['near', ' close']",Louisiana Creole
13,prèmyé,['first'],Louisiana Creole
14,prenn,['take'],Louisiana Creole
15,prèsk,['almost'],Louisiana Creole
16,printem,['spring'],Louisiana Creole
17,"priyé, priy",['pray'],Louisiana Creole
18,prizon,['prison'],Louisiana Creole
19,promèt,['promise'],Louisiana Creole
20,pròsh,"['near', ' nearly', ' almost']",Louisiana Creole
21,proshin,['next'],Louisiana Creole
22,"protéjé, protèj",['protect'],Louisiana Creole
23,pur,['pure'],Louisiana Creole
24,(dé)pwa,['green peas'],Louisiana Creole
0,(la)pwal,['frying pan'],Louisiana Creole
1,(dé)pwar,['pear'],Louisiana Creole
2,pwason,['fish'],Louisiana Creole
3,pwason-armé,['gar (fish)'],Louisiana Creole
4,pyas,['dollar'],Louisiana Creole
5,pyé,['foot'],Louisiana Creole
6,"pyoshé, pyòsh","['hoe', ' dig']",Louisiana Creole
