"kilti, koutcha",culture,Haitian
malen,cunning,Haitian
gode,cup,Haitian
lètkaye,curd,Haitian
v swanye cure,cure,Haitian
kirye,curious,Haitian
pli,curl,Haitian
lajan,currency,Haitian
adj kouran,current,Haitian
n kouran elektrik,current,Haitian
n malediksyon,curse,Haitian
"v joure, modi",curse,Haitian
rido,curtain,Haitian
koub,curve,Haitian
kousen,cushion,Haitian
suveyans,custody,Haitian
v koupe,cut,Haitian
bèl,cute,Haitian
bisiklèt,cycle (bicycle),Haitian
caffer,pay,Haitian
citadel,a massive fortress erected by king Henry Chritsophe,Haitian
chabon,charcoal,Haitian
chabon,coal,Haitian
chache,look for,Haitian
chadèk,grapefruit,Haitian
chagren,regret n,Haitian
chagren,loss,Haitian
chagren,sorrow,Haitian
chaj (chaje),load,Haitian
chaj,charge,Haitian
chak,every,Haitian
chak,each,Haitian
chak jou,everyday,Haitian
chak fwa,every time,Haitian
chak ane (lan),annual,Haitian
chalè,heat,Haitian
chalè,warmth,Haitian
chalimo,straw,Haitian
cham (bèlte),charm,Haitian
cham,appeal (legal),Haitian
cham,appeal,Haitian
chame (ansòsele),bewitch,Haitian
chamo,camel,Haitian
chanday,sweater,Haitian
chandèl,candle,Haitian
chandelye,chandelier,Haitian
chanje (altere),alter,Haitian
chanje (pase),switch,Haitian
chanje,change,Haitian
chanje,shift,Haitian
chanje,change,Haitian
chanje,exchange,Haitian
chanje,vary,Haitian
chanm,bedroom,Haitian
chanm,room,Haitian
chanpiyon (djondjon),mushroom,Haitian
chanpou,shampoo,Haitian
chanpyon,champion,Haitian
chans,luck,Haitian
chans,chance,Haitian
chante,sing,Haitian
chante,song,Haitian
chapantye,carpenter,Haitian
chape (pati),escape,Haitian
chape,survive,Haitian
chapit,chapter,Haitian
chaplèt,bead,Haitian
chapo,hat,Haitian
charite (zèv),charity,Haitian
charony,reek,Haitian
charyo (kabwèt),carriage,Haitian
chase (vide),flush,Haitian
chase,chase,Haitian
chase,evict,Haitian
chase,hunt,Haitian
chasè,hunter,Haitian
chat,cat,Haitian
chato,castle,Haitian
chatye (joure),castigate,Haitian
chè,flesh,Haitian
chè,meat,Haitian
chè,precious,Haitian
chè,dear,Haitian
chè,expensive,Haitian
chèche,search,Haitian
chèche,explore,Haitian
chèche,fetch,Haitian
chèche,look for,Haitian
chèche,seek,Haitian
chèf,chief,Haitian
chèfseksyon,sheriff,Haitian
chèk sètifye,money order,Haitian
chèk,check,Haitian
chèk,warrant,Haitian
chekè,checker,Haitian
chèlbè,vain,Haitian
"chemen, rout",road,Haitian
chemen kout,short cut,Haitian
chemen,path,Haitian
chemen,way,Haitian
chemine,chimney,Haitian
chemiz manch-long,shirt long-sleeved,Haitian
chemiz,shirt,Haitian
chen,dog,Haitian
chenn,chain,Haitian
chenn,collar,Haitian
cheri,darling,Haitian
chèsè,nun,Haitian
cheval,horse,Haitian
cheve,hair,Haitian
chèz,chair,Haitian
chif (nimewo),number,Haitian
chiklèt (v gonmen),gum,Haitian
chimi,chemistry,Haitian
Chinwa,Chinese,Haitian
chiray,dodge (quick turn),Haitian
chire,washed-up,Haitian
chire (rache),nack,Haitian
chirijyen,surgeon,Haitian
chita,seat,Haitian
chita,sit,Haitian
chita bien,fit (fits well),Haitian
cho,hot,Haitian
chode,scald,Haitian
chodyè,cauldron,Haitian
chofè,drive,Haitian
chofè taksi,taxi(cab) driver,Haitian
chofè (kondiktè),"driver, conductor",Haitian
chofè,chauffeur,Haitian
chofè otobis,bus driver,Haitian
chòk (choke),shock,Haitian
chòk (kou),bump,Haitian
chòk,"blow - shock, bump, impact: trauma",Haitian
chòk,blow,Haitian
 athletes's foot,heat rash,Haitian
chokola,chocolate,Haitian
chomaj,unemployment,Haitian
chosèt,socks,Haitian
chosèt,stockings,Haitian
chòt (nout kanson),short,Haitian
chou nan vinèg,sauserkraut,Haitian
chou,cabbage,Haitian
chouchoun,woman's genitals,Haitian
chouk,stump (tree or human limb),Haitian
chuichui,rumor,Haitian
chuichui,whisper,Haitian
chouflè,cauliflower,Haitian
choute,kick,Haitian
chòv,bald,Haitian
chòvsourit,bat,Haitian
chwa (preferans),choice,Haitian
chwal (cheval),horse,Haitian
chawzi,elect,Haitian
chawzi,choose,Haitian
chwazi (eli),elect,Haitian
chwazi,select - to choose,Haitian
"còronp (visle),  D ~ Kreyol pronunciation ( day ) ",corrupt,Haitian
babote,( sounds like the da in daily )dabble,Haitian
papa,daddy,Haitian
"idyo, bèt",daft,Haitian
toulejou,daily,Haitian
lanbinen,dally,Haitian
n baraj,dam,Haitian
n domaj,damage,Haitian
v domaje,damage,Haitian
v modi,damn,Haitian
"mouye, mwat",damp,Haitian
n dans,dance,Haitian
v danse,dance,Haitian
danje,danger,Haitian
"v defye, bay gabèl",dare,Haitian
"fonse, nwa",dark,Haitian
cheri,darling,Haitian
v reprize,darn,Haitian
"n flèch, javlo",dart,Haitian
v plonje,dart,Haitian
v detale,dash,Haitian
n priz,dash,Haitian
"done, eleman",data,Haitian
dat,date,Haitian
"pitit fi, tifi",daughter,Haitian
"v dekouraje, entimide",daunt,Haitian
"lanbinen, ranse",dawdle,Haitian
"devanjou, avanjou",dawn,Haitian
"jou, jounen",day,Haitian
"eblouyi, avegle (pete) je",dazzle,Haitian
"mouri, mò",dead,Haitian
"amòti, mouri",deaden,Haitian
enpas,deadlock,Haitian
soud,deaf,Haitian
"v distribye, bay",deal,Haitian
"shè, sheri",dear,Haitian
"grangou, famin",dearth,Haitian
lanmò,death,Haitian
"abese, avili",debase,Haitian
"debat, diskite",debate,Haitian
debòch,debauch,Haitian
dèt,debt,Haitian
"v pouri, dekonpoze",decay,Haitian
"desevwa, bay koutba",deceive,Haitian
desanm,December,Haitian
desantralize,decentralize,Haitian
desepsyon,deception,Haitian
deside,decide,Haitian
desizyon,decision,Haitian
"platfòm, pon",deck,Haitian
deklare,declare,Haitian
"refize, bese",decline,Haitian
dekore,decorate,Haitian
payas,decoy,Haitian
diminye,decrease,Haitian
dekrè,decree,Haitian
aksyon,deed,Haitian
fon,deep,Haitian
defakto,de facto,Haitian
defo,default,Haitian
"v bat, venk",defeat,Haitian
defo fabrik,defect,Haitian
defans,defense,Haitian
ranvwaye,defer,Haitian
definitif,definite,Haitian
ajil,deft,Haitian
"defye, pini",defy,Haitian
"degre, grad, diplòm",degree,Haitian
retade,delay,Haitian
delege,delegate,Haitian
efase,delete,Haitian
adj esprè,deliberate,Haitian
"v reflechi, debat",deliberate,Haitian
delika,delicate,Haitian
bon gou,delicious,Haitian
plezi,delight,Haitian
"delala, fou",delirious,Haitian
delivre,deliver,Haitian
fouye,delve,Haitian
n demann,demand,Haitian
v mande,demand,Haitian
demokrasi,democracy,Haitian
demokratik,democratic,Haitian
demoli,demolish,Haitian
epè,dense,Haitian
renye,deny,Haitian
pati,depart,Haitian
depatman,department,Haitian
depann,depend,Haitian
"dekri, demontre",depict,Haitian
depòte,deport,Haitian
dechoke,depose,Haitian
n depo,deposit,Haitian
v depoze,deposit,Haitian
depo,depot,Haitian
detounen,deprave,Haitian
peze,depress,Haitian
pwofondè,depth,Haitian
desann,descend,Haitian
dekri,describe,Haitian
dezè,desert,Haitian
merite,deserve,Haitian
n desen,design,Haitian
v desine,design,Haitian
"v ansi, vle",desire,Haitian
biwo,desk,Haitian
dezespere,despair,Haitian
"dezespere, atoufè",desperate,Haitian
malgre,despite,Haitian
desè,dessert,Haitian
destine,destiny,Haitian
"detwi, kraze",destroy,Haitian
detache,detach,Haitian
detay,detail,Haitian
v. detaye,detail,Haitian
"kenbe, arete",detain,Haitian
detekte,detect,Haitian
anpeche,deter,Haitian
"detèmine, antete",determined,Haitian
"deteste, rayi",detest,Haitian
detou,detour,Haitian
devaste,devastate,Haitian
v. develope,develop,Haitian
developman,development,Haitian
enstriman,device,Haitian
"demon, diab",devil,Haitian
o diab,to the devil,Haitian
devwe,devout,Haitian
larouze,dew,Haitian
jounal pèsonèl,diary,Haitian
diksyonè,dictionary,Haitian
mouri,die,Haitian
pa dakò,differ,Haitian
diferan,different,Haitian
difisil,difficult,Haitian
difikilte,difficulty,Haitian
fouye,dig,Haitian
n ekstrè,digest,Haitian
v dijere,digest,Haitian
diyite,dignity,Haitian
debouya,diligent,Haitian
delye,dilute,Haitian
pal,dim,Haitian
dine,dinner,Haitian
plonje,dip,Haitian
adj dirèk,direct,Haitian
v dirije,direct,Haitian
direksyon,direction,Haitian
direktè,director,Haitian
"kras, pousyè, salte",dirt,Haitian
sal,dirty,Haitian
v deranje,disable,Haitian
"andikape, enfim",disable,Haitian
pa dakò,disagree,Haitian
dezagreyab,diagreeable,Haitian
v disparèt,disappear,Haitian
desevwa,disappoint,Haitian
dezaprouve,disapprove,Haitian
tètchaje,disarray,Haitian
dezas,disaster,Haitian
debouse,disburse,Haitian
"dekouvri, disène",discern,Haitian
vide,discharge,Haitian
disiplin,discipline,Haitian
mekontantman,discontent,Haitian
dezakò,discord,Haitian
dekouraje,discourage,Haitian
dekouvri,discover,Haitian
v. diskredite,discredit,Haitian
disrè,discrete,Haitian
diskresyon,discretion,Haitian
diskite,discuss,Haitian
deden,disdain,Haitian
maladi,disease,Haitian
"dezonè, wont",disgrace,Haitian
degize,to disguise,Haitian
digizmann,disguise,Haitian
degou,disgust,Haitian
"asyèt, plat",dish,Haitian
"lage, ranvwaye",dismiss,Haitian
dezòd,disorder,Haitian
deposede,disown,Haitian
dispansè,dispensary,Haitian
v etale,display,Haitian
diskalifye,disqualify,Haitian
gaye,dissipate,Haitian
distans,distance,Haitian
"disten , klè",distinct,Haitian
distenge,distinguish,Haitian
defòme,distort,Haitian
distrè,distract,Haitian
distribye,distribute,Haitian
deranje,district,Haitian
"ravin, twou",ditch,Haitian
plonje,dive,Haitian
dayiva,diver,Haitian
divès,diverse,Haitian
divize,divide,Haitian
divòs,divorce,Haitian
gen vètij,dizzy,Haitian
"fè, fabrike",do,Haitian
dokiman,document,Haitian
chen,dog,Haitian
poupe,doll,Haitian
dola,dollar,Haitian
dofin,dolphin,Haitian
adj peyi,domestic,Haitian
n restavèk,domestic,Haitian
Dominikani,Dominican Republic,Haitian
bourik,donkey,Haitian
fayit,doom,Haitian
pòt,door,Haitian
dòtwa,dormitory,Haitian
"pwen, tach",dot,Haitian
adj doub,double,Haitian
v double,double,Haitian
n dout,doubt,Haitian
v doute,doubt,Haitian
pat farin,dough,Haitian
pijon,dove,Haitian
adv anba,down,Haitian
v desann,down,Haitian
anba-a,down there,Haitian
lavil,downtown,Haitian
n kourandè,draft,Haitian
v anrole,draft,Haitian
trennen,drag,Haitian
egou,drain,Haitian
rale,draw,Haitian
dezavantaj,drawback,Haitian
pròche,draw near,Haitian
rèv,dream,Haitian
"tris, sonm",dreary,Haitian
n ròb,dress,Haitian
v abiye,dress,Haitian
abyè,dressed,Haitian
flote,drift,Haitian
n dril,drill,Haitian
v fè egzèsis,drill,Haitian
n bweson,drink,Haitian
v bwè,drink,Haitian
degoute,drip,Haitian
kondui,drive,Haitian
n. promenad,drive,Haitian
"chofè, kondiktè",driver,Haitian
v farinen,drizzle,Haitian
n gout,drop,Haitian
v lage,drop,Haitian
sechrès,drought,Haitian
nwaye,drown,Haitian
dròg,drug,Haitian
droum,drum,Haitian
sou,drunk,Haitian
sèk,dry,Haitian
kanna,duck,Haitian
mat,dull,Haitian
"adj enbesil, gaga",dumb,Haitian
n pil fatra,dump,Haitian
v jete,dump,Haitian
pilsab,dune,Haitian
fimye,dung,Haitian
pandan,during,Haitian
labrin,dusk,Haitian
pousyè,dust,Haitian
"dwa, taks",duty,Haitian
tinen,dwarf,Haitian
kay,dwelling,Haitian
"v kolore,d ",dye,Haitian
d laprèmidi,in the afternoon,Haitian
d,of (used very sparingly),Haitian
dabò,first of all,Haitian
dakò,agree,Haitian
dal,gutter,Haitian
dal planche,mold (for pouring cement),Haitian
dal,"many, much",Haitian
dal,cement roof,Haitian
dam,queen (in cards or chess),Haitian
dam,lady,Haitian
dam,dam,Haitian
damen,to win,Haitian
damjann,demijohn,Haitian
damou,love (each other),Haitian
damou,"love, (be in love)",Haitian
damou pou,in love with,Haitian
"  damye (dam, danm) ",checkers (game),Haitian
dan,fang,Haitian
dan,tooth,Haitian
danje,danger,Haitian
danje,peril,Haitian
danre (legim),produce,Haitian
danre,goods,Haitian
dans,dance,Haitian
danse,dance,Haitian
dapiyan (vyole),ravish,Haitian
daprè,according to,Haitian
dat,date,Haitian
dayè,besides,Haitian
dayiva,diver,Haitian
de ryen,you're welcome,Haitian
de,some (pl article),Haitian
de,two,Haitian
debake (atèri),land,Haitian
debarase,clear,Haitian
debarase,rid,Haitian
debat (diskite),debate,Haitian
debat,deliberate,Haitian
debòch,debauch,Haitian
debòde (desann),overflow,Haitian
debouse,disburse,Haitian
debouya,diligent,Haitian
debouya,nifty,Haitian
debouye (abitye),cope,Haitian
debouye,manage,Haitian
dechikte,jag,Haitian
dechire,tear,Haitian
dechoke,depose,Haitian
deden,disdain,Haitian
defakto,de facto,Haitian
defans,defense,Haitian
"defayans (erè, (v. perime)",lapse,Haitian
defè,undo,Haitian
defo,default,Haitian
defo,fault n,Haitian
defo,fault,Haitian
defòme,distort,Haitian
defwa,twice,Haitian
defye (bay gabèl),dare,Haitian
defye (pini),defy,Haitian
degaje (kenbe),get along,Haitian
degize,to disguise,Haitian
degou,disgust,Haitian
"  degoutan (dezagreyab, malpwòp) ",nasty,Haitian
degoutan,abject,Haitian
degoutan,lousy,Haitian
degoute,drip,Haitian
"  degre (grad, diplòm) ",degree,Haitian
degre,ritual,Haitian
"  deja (anko, toujou) ",yet,Haitian
deja,already,Haitian
dejne,breakfast,Haitian
dekadans,wane,Haitian
deklare koupab,convict,Haitian
"  deklare (soutni, kenbe) ",contend,Haitian
deklare,affirm,Haitian
deklare,declare,Haitian
deklare,state,Haitian
dekonpoze,decay,Haitian
dekonpoze,decay,Haitian
dekont,count,Haitian
dekore,adorn,Haitian
dekouraje (entimide),daunt,Haitian
dekouraje,discourage,Haitian
dekouvri (disène),discern,Haitian
dekouvri,discover,Haitian
dekrè,decree,Haitian
dekri (demontre),depict,Haitian
dekri,describe,Haitian
delala (fou),delirious,Haitian
delege,delegate,Haitian
delibere,free,Haitian
delibere,liberate,Haitian
delika,delicate,Haitian
delivre,deliver,Haitian
delivre,give birth,Haitian
delivre,rescue,Haitian
delye,dilute,Haitian
demach,walk,Haitian
demand,request,Haitian
"demanjezon (gratèl, (v. grate)",itch,Haitian
demann,demand n,Haitian
demanti,belie,Haitian
demantle,raze,Haitian
demen,tomorrow,Haitian
demi (mwatye),half,Haitian
demode,obsolete,Haitian
demode,outdated,Haitian
demokrasi,democracy,Haitian
demokratik,democratic,Haitian
demoli,demolish,Haitian
demon,devil,Haitian
demontre,depict,Haitian
demoralize,abash,Haitian
dènye,last,Haitian
depann sou (gen konfyans),rely,Haitian
depann,depend,Haitian
depans (frè),expense,Haitian
depanse,spend,Haitian
"  depase (eksede, in briye) ",exceed,Haitian
depatman,county,Haitian
depatman,department,Haitian
depèch,telegram,Haitian
depi,ago,Haitian
deplase,move something,Haitian
deplase,mouman,Haitian
deplase,move,Haitian
"  deplimen (rache, keyi) ",pluck,Haitian
depo,deposit n,Haitian
depo,depot,Haitian
deposede,disown,Haitian
depòte,deport,Haitian
"  depoze (sere, foure, etenn) ",put,Haitian
depoze,deposit,Haitian
depwen,colon,Haitian
deranje (moleste),molest,Haitian
deranje (trouble),upset,Haitian
deranje,disable,Haitian
deranje,district,Haitian
deranje,intrude,Haitian
derape,get started,Haitian
derape,weigh anchor,Haitian
derechany,spare,Haitian
deroute,baffle,Haitian
desanm,December,Haitian
desann sou roulib,coast,Haitian
desann (poze pye),camp,Haitian
desann,down,Haitian
desann,get out (of vehicle),Haitian
desann,go down,Haitian
desann,lose weight,Haitian
desann,lower,Haitian
desann,overflow,Haitian
desann,stay (.. at),Haitian
desantralize,decentralize,Haitian
desè,dessert,Haitian
desen anime,cartoon,Haitian
desen,design,Haitian
desepsyon,deception,Haitian
desevwa (bay koutba),deceive,Haitian
desevwa,disappoint,Haitian
deside,decide,Haitian
desine,design,Haitian
desizyon (jijman),verdict,Haitian
desizyon,decision,Haitian
destine,destiny,Haitian
destine,fate,Haitian
destine,fate,Haitian
dèt,debt,Haitian
detache,apart,Haitian
detale,dash,Haitian
detann,relax,Haitian
detaye,detail,Haitian
detekte,detect,Haitian
deteste (rayi),abhor,Haitian
deteste (rayi),detest,Haitian
detonasyon,bang,Haitian
detou,detour,Haitian
detounen,avert,Haitian
detounen,deprave,Haitian
detounen,hijack,Haitian
detounen,ward,Haitian
devalize,ransack,Haitian
devan, forward,Haitian
devan,front,Haitian
devan-dèyè,backwards,Haitian
devanjou (avanjou),dawn,Haitian
devann,ahead,Haitian
devaste (ravaje),ravage,Haitian
"devaste,  develope develop ",devastate,Haitian
developman,development,Haitian
devide,spill,Haitian
devine,guess,Haitian
devinèt (problèm),puzzle,Haitian
devinèt,riddle,Haitian
devwa,homework,Haitian
devwale (gaye),reveal,Haitian
devwe,devout,Haitian
devyasyon,bypass,Haitian
dèyè (bounda),buttocks,Haitian
dèyè,after,Haitian
dèyè,behind,Haitian
dèyè,rear,Haitian
deyò (eksteryè),exterior,Haitian
deyò,illegitimate,Haitian
deyò,out,Haitian
deyò,outside,Haitian
deyò,without,Haitian
dezabiye (moumou),bathrobe,Haitian
dezagreyab,diagreeable,Haitian
dezakò,discord,Haitian
dezaprouve,disapprove,Haitian
dezas,disaster,Haitian
dezavantaj,drawback,Haitian
dezè,desert,Haitian
dezenvòlt,casual,Haitian
dezespere,despair,Haitian
dezespere,lose hope,Haitian
dezinyen,appoint,Haitian
deziyen (anchaje),assign,Haitian
dezobeyi,violate,Haitian
dezòd,disorder,Haitian
dezòd,mess,Haitian
dezonè (wont),disgrace,Haitian
dezonè,shame,Haitian
dezoryante,bewilder,Haitian
dezyèm men,used,Haitian
dezyèm,second (number),Haitian
dezyèmman,secondly,Haitian
"  di (rèd, san pitye) ","hard, callous",Haitian
di,say,Haitian
di,tell,Haitian
diab,devil,Haitian
dife,fire,Haitian
diferan,different,Haitian
difikilte,difficulty,Haitian
difisil,difficult,Haitian
difisil,hard (difficult),Haitian
digizmann,disguise,Haitian
dijere,digest,Haitian
dikisyon,brawl,Haitian
diksyonè,dictionary,Haitian
dimanch,Sunday,Haitian
dimansyon,size,Haitian
diminye,abase,Haitian
diminye,allay,Haitian
diminye,decrease,Haitian
dine (manje midi),lunch,Haitian
dine,dinner,Haitian
diplòm,degree,Haitian
diplome,graduate,Haitian
dire,last,Haitian
dirèk,direct,Haitian
direksyon nò (non nò),north,Haitian
direksyon,direction,Haitian
direksyon,range,Haitian
direkte,chairman,Haitian
direktè,director,Haitian
diri,rice,Haitian
dirije (debouye),manage,Haitian
dirije (kòmande),lead,Haitian
dirije (kòmande),rule,Haitian
dirije,direct,Haitian
dirije,head,Haitian
dis,ten,Haitian
disène,discern,Haitian
disiplin,discipline,Haitian
diskalifye,disqualify,Haitian
diskite (mentni),argue,Haitian
diskite,debate,Haitian
diskite,discuss,Haitian
diskredite,discredit,Haitian
diskresyon,discretion,Haitian
dispansè,dispensary,Haitian
disparèt,disappear,Haitian
disparèt,fade,Haitian
disparèt,vanish,Haitian
disponib,available,Haitian
dispoze,"do, be about to",Haitian
disrè,discrete,Haitian
distan (endiferan),austere,Haitian
distans,distance,Haitian
disten (klè),distinct,Haitian
distenge,distinguish,Haitian
distrè,distract,Haitian
distribye (bay),deal,Haitian
distribye,distribute,Haitian
diton,proverb,Haitian
divage (tanpete),rave,Haitian
diven,wine,Haitian
divès,diverse,Haitian
divès,various,Haitian
divize,divide,Haitian
divòs,divorce,Haitian
diyite,dignity,Haitian
diznèf,nineteen,Haitian
dizuit,eighteen,Haitian
dj senesòf,safe,Haitian
dj pase,ago,Haitian
dj krizokal (djanni),fake,Haitian
djal,girl,Haitian
djanni,fake,Haitian
djin,gin,Haitian
djip,jeep,Haitian
djipsi,Gypsy,Haitian
djòb (travay),job,Haitian
djòb,employ,Haitian
djògin,jogging,Haitian
djòl (machwè),snout,Haitian
djòlè,liar,Haitian
djondjon,mushroom,Haitian
dlo (larivyè),river,Haitian
dlo,water,Haitian
do,back,Haitian
dodin,armchair,Haitian
dodinen,rock,Haitian
dokazyon (dezyèm men),used,Haitian
dokiman,document,Haitian
dokiman,file,Haitian
dokiman,file,Haitian
dola,dollar,Haitian
dòlote,coddle,Haitian
dòlote,pamper,Haitian
domaj,damage,Haitian
domaje,damage,Haitian
domèn,"field (career), domain",Haitian
dòmi,numb,Haitian
dòmi,sleep,Haitian
dominasyon,domination,Haitian
domine,dominate,Haitian
domine,prevail,Haitian
Dominikani,Dominican Republic,Haitian
domino,dominos,Haitian
don,gift,Haitian
done (eleman),data,Haitian
donk,therefore,Haitian
"donnen, bay",yield,Haitian
donnen (fètil),fertile,Haitian
donte,tame,Haitian
dosil,well-behaved,Haitian
dosye (v. note),log,Haitian
dosye (dokiman),file,Haitian
dosye,brief,Haitian
dosye,record,Haitian
dòtwa,dormitory,Haitian
dou (jovyal),mellow,Haitian
doub, double,Haitian
doub, pair,Haitian
double,double,Haitian
douch,shower,Haitian
doulè akouman,labor pain,Haitian
doulè (lapenn),pain,Haitian
doulè (mal),ache,Haitian
dous (sikre),sweet,Haitian
dous,mild,Haitian
dous,sleek,Haitian
dousman,gently,Haitian
dousman,slow,Haitian
dousman,slowly,Haitian
dout,doubt,Haitian
doute,doubt,Haitian
douz,twelve,Haitian
dra (lenn),linen,Haitian
dra,sheet,Haitian
drapo,flag,Haitian
drese (monte),erect,Haitian
drese (kanpe),raise,Haitian
drese,rear,Haitian
dril,drill,Haitian
dròg,drug,Haitian
"droge, adikte",addict,Haitian
"dròl, etranj",strange,Haitian
dròl (enpe),odd,Haitian
droum,drum,Haitian
du tou,at all,Haitian
dwa moun,human rights,Haitian
"dwa, taks",duty,Haitian
"dwa (ladwann), frè (depans)",fee,Haitian
dwa,law,Haitian
dwa,rights (legal),Haitian
dwat (vètikal), erect,Haitian
dwat,straight,Haitian
dwat,right (side),Haitian
"dwe, fò",must,Haitian
dwe,owe,Haitian
dwe,ought to,Haitian
dwèt,finger,Haitian
dwoge,to protect with magic,Haitian
dwòl,strange,Haitian
dyab (djad),devil,Haitian
dyann,scream,Haitian
dyare,diarrhea,Haitian
"dyèt, ,E",diet,Haitian
chak,each,Haitian
enterese,eager,Haitian
"èg, malfini",eagle,Haitian
zòrèy,ear,Haitian
"bonè, annavans",early,Haitian
"genyen, posede, fè lajan",earn,Haitian
bònfwa,earnest,Haitian
zanno,earring,Haitian
"latè, tè",earth,Haitian
lèz,ease,Haitian
a lèz,at ease,Haitian
lès,east,Haitian
Azi de Lès,East Asia,Haitian
Pak,Easter,Haitian
Ewèp de Lès,Eastern Europe,Haitian
fasil,easy,Haitian
manje,eat,Haitian
eko,echo,Haitian
ekonomi,economy,Haitian
"kwen, bout",edge,Haitian
edite,edit,Haitian
editè,editor,Haitian
edike,educate,Haitian
edikasyon,education,Haitian
zangi,eel,Haitian
efase,efface,Haitian
"efò, jefò, fòs",effort,Haitian
ze,egg,Haitian
berejenn,eggplant,Haitian
uit,eight,Haitian
dizuit,eighteen,Haitian
katreven,eighty,Haitian
"nenpòt, oswa",either,Haitian
v voye,ejaculate,Haitian
"retire, pouse soti",eject,Haitian
adj konplike,elaborate,Haitian
v elabore,elaborate,Haitian
koud,elbow,Haitian
granmoun,elder,Haitian
"chwazi, eli",elect,Haitian
eleksyon,election,Haitian
elektoral,electoral,Haitian
elektwochimi,electro-chemistry,Haitian
elemantè,elementary,Haitian
elefan,elephant,Haitian
onz,eleven,Haitian
elijib,eligible,Haitian
elimine,eliminate,Haitian
osinon,else,Haitian
jenn,embarrassment,Haitian
anbasad,embassy,Haitian
anbeli,embellish,Haitian
tizan,embers,Haitian
bay kouraj,embolden,Haitian
"anbrase, kwoke",embrace,Haitian
brode,embroider,Haitian
"emèt, fè sikile",emit,Haitian
emosyon,emotion,Haitian
n djòb,employ,Haitian
v anplwaye,employ,Haitian
anplwaye,employee,Haitian
otorize,empower,Haitian
adj vid,empty,Haitian
v vide,empty,Haitian
"fèmen, bouche",enclose,Haitian
"pyete, ankouraje",encourage,Haitian
"fen, bout",end,Haitian
andirans,endurance,Haitian
lenmi,enemy,Haitian
enèji,energy,Haitian
"angaje, foure",engage,Haitian
"motè, machin",engine,Haitian
angle,English,Haitian
"enigm, magouy",enigma,Haitian
"jiwi, rejwi, benefisye",enjoy,Haitian
banboche,enjoy oneself,Haitian
"enòm, menmen, papa",enormous,Haitian
adj ase,enough,Haitian
"adv ase, kont",enough,Haitian
"enève, agase",enrage,Haitian
anrichi,enrich,Haitian
"anrole, rekrite",enroll,Haitian
asire,ensure,Haitian
"melanje, mele",entangle,Haitian
antre,enter,Haitian
antrepriz,enterprise,Haitian
amize,entertain,Haitian
v enstige,entice,Haitian
fè lasisiy,entice,Haitian
"antye, tout",entire,Haitian
zantray,entrails,Haitian
"antre, pòt",entrance,Haitian
n anvlòp,envelope,Haitian
v vlope,envelope,Haitian
anvye,envious,Haitian
anviwènman,environment,Haitian
n anvi,envy,Haitian
adj egal,equal,Haitian
v egale,equal,Haitian
ekipe,equip,Haitian
ekipman,equipment,Haitian
efase,erase,Haitian
"adj dwat, vètikal",erect,Haitian
"v drese, monte",erect,Haitian
lomisyon,errand,Haitian
"erè, fòt",error,Haitian
"eklate, pete",erupt,Haitian
eklatman,eruption,Haitian
"sove, chape",escape,Haitian
n konpayon,escort,Haitian
v eskòte,escort,Haitian
espesyal,especial,Haitian
espesaylman,especially,Haitian
espyonaj,espionage,Haitian
avoka,esquire,Haitian
etabli,establish,Haitian
"estim,    estimate n evalyasyon",esteem,Haitian
"v estime, valye",estimate,Haitian
eksetera,etc.,Haitian
etènel,eternal,Haitian
"evade, sove",evade,Haitian
evalyasyon,evaluation,Haitian
levanjil,evangel,Haitian
preche,evangelize,Haitian
"adj egal, jis",even,Haitian
adv menm,even,Haitian
pi grav,even worse,Haitian
"aswè, sware, swa",evening,Haitian
evenman,event,Haitian
"janm, janmen",ever,Haitian
chak,every,Haitian
tout moun,everybody,Haitian
patou,everywhere,Haitian
chase,evict,Haitian
"adj evidan, aklè",evident,Haitian
move,evil,Haitian
evolisyon,evolution,Haitian
egzak,exact,Haitian
egzajere,exaggerate,Haitian
"kontrole, egzamine",examine,Haitian
egzanp,example,Haitian
"depase, eksede",exceed,Haitian
"eksepte, sòf",except,Haitian
sòf,except,Haitian
eksepsyon,exception,Haitian
eksepsyonèl,exceptional,Haitian
"n twòk, echanj",exchange,Haitian
eksite,excite,Haitian
"eskli, retire",exclude,Haitian
"egzekite, akonpli",execute,Haitian
egzanplè,exemplary,Haitian
egzan,exempt,Haitian
n egzèsis,exercise,Haitian
"fè egzèsis, fose",exert,Haitian
"rann souf, egzale",exhale,Haitian
n mòflè,exhaust,Haitian
egziste,exist,Haitian
"elaji, etann",expande,Haitian
"tann, alatant",expect,Haitian
"ansent, gwòs",expecting,Haitian
ranvwaye,expel,Haitian
depans,expense,Haitian
chè,expensive,Haitian
n eksperyans,experience,Haitian
ekspè,expert,Haitian
eksplike,explain,Haitian
eksplikasyon,explanation,Haitian
"ekslisit, klè",explicit,Haitian
"eksploze, eklate, pete",explode,Haitian
"eksplore, chèche",explore,Haitian
"eksplozyon, eklatman",explosion,Haitian
n ekspòtasyon,export,Haitian
v ekspòte,export,Haitian
ekspoze,expose,Haitian
ekspozisyon,exposition,Haitian
eksprime,express,Haitian
"etann, ouvri",extend,Haitian
limit,extent,Haitian
estansyon,extention,Haitian
"deyò, eksteryè",exterior,Haitian
andeyò,external,Haitian
peze,extort,Haitian
